Plate ,Well,Group,Type   ,Sample     ,Wavelength,Abs  ,Meas. Time [s]
TC_Amb, A01,Assay,Unknown,Un_0001 1/1,620,0.15,14.18
TC_Amb, B01,Assay,Unknown,Un_0002 1/1,620,0.284,15.06
TC_Amb, C01,Assay,Unknown,Un_0003 1/1,620,0.14,15.62
TC_Amb, D01,Assay,Unknown,Un_0004 1/1,620,0.157,16.5
TC_Amb, E01,Assay,Unknown,Un_0005 1/1,620,0.145,17.05
TC_Amb, F01,Assay,Unknown,Un_0006 1/1,620,0.172,17.94
TC_Amb, G01,Assay,Unknown,Un_0007 1/1,620,0.083,18.49
TC_Amb, H01,Assay,Unknown,Un_0008 1/1,620,0.172,19.37
TC_Amb, A02,Assay,Unknown,Un_0009 1/1,620,0.144,14.2
TC_Amb, B02,Assay,Unknown,Un_0010 1/1,620,0.259,15.04
TC_Amb, C02,Assay,Unknown,Un_0011 1/1,620,0.078,15.64
TC_Amb, D02,Assay,Unknown,Un_0012 1/1,620,0.142,16.48
TC_Amb, E02,Assay,Unknown,Un_0013 1/1,620,0.117,17.07
TC_Amb, F02,Assay,Unknown,Un_0014 1/1,620,0.123,17.92
TC_Amb, G02,Assay,Unknown,Un_0015 1/1,620,0.034,18.51
TC_Amb, H02,Assay,Unknown,Un_0016 1/1,620,0.095,19.35
TC_Amb, A03,Assay,Unknown,Un_0017 1/1,620,0.115,14.22
TC_Amb, B03,Assay,Unknown,Un_0018 1/1,620,0.144,15.02
TC_Amb, C03,Assay,Unknown,Un_0019 1/1,620,0.11,15.65
TC_Amb, D03,Assay,Unknown,Un_0020 1/1,620,0.134,16.46
TC_Amb, E03,Assay,Unknown,Un_0021 1/1,620,0.056,17.09
TC_Amb, F03,Assay,Unknown,Un_0022 1/1,620,0.074,17.9
TC_Amb, G03,Assay,Unknown,Un_0023 1/1,620,0.05,18.53
TC_Amb, H03,Assay,Unknown,Un_0024 1/1,620,0.05,19.33
TC_Amb, A04,Assay,Unknown,Un_0025 1/1,620,0.085,14.24
TC_Amb, B04,Assay,Unknown,Un_0026 1/1,620,0.229,15
TC_Amb, C04,Assay,Unknown,Un_0027 1/1,620,0.105,15.67
TC_Amb, D04,Assay,Unknown,Un_0028 1/1,620,0.158,16.44
TC_Amb, E04,Assay,Unknown,Un_0029 1/1,620,0.098,17.11
TC_Amb, F04,Assay,Unknown,Un_0030 1/1,620,0.115,17.88
TC_Amb, G04,Assay,Unknown,Un_0031 1/1,620,0.055,18.55
TC_Amb, H04,Assay,Unknown,Un_0032 1/1,620,0.074,19.32
TC_Amb, A05,Assay,Unknown,Un_0033 1/1,620,0.143,14.26
TC_Amb, B05,Assay,Unknown,Un_0034 1/1,620,0.105,14.98
TC_Amb, C05,Assay,Unknown,Un_0035 1/1,620,0.083,15.69
TC_Amb, D05,Assay,Unknown,Un_0036 1/1,620,0.152,16.42
TC_Amb, E05,Assay,Unknown,Un_0037 1/1,620,0.179,17.13
TC_Amb, F05,Assay,Unknown,Un_0038 1/1,620,0.421,17.86
TC_Amb, G05,Assay,Unknown,Un_0039 1/1,620,0.15,18.57
TC_Amb, H05,Assay,Unknown,Un_0040 1/1,620,0.136,19.3
TC_Amb, A06,Assay,Unknown,Un_0041 1/1,620,0.157,14.27
TC_Amb, B06,Assay,Unknown,Un_0042 1/1,620,0.244,14.97
TC_Amb, C06,Assay,Unknown,Un_0043 1/1,620,0.163,15.71
TC_Amb, D06,Assay,Unknown,Un_0044 1/1,620,0.157,16.4
TC_Amb, E06,Assay,Unknown,Un_0045 1/1,620,0.103,17.15
TC_Amb, F06,Assay,Unknown,Un_0046 1/1,620,0.095,17.84
TC_Amb, G06,Assay,Unknown,Un_0047 1/1,620,0.084,18.59
TC_Amb, H06,Assay,Unknown,Un_0048 1/1,620,0.089,19.28
TC_Amb, A07,Assay,Unknown,Un_0049 1/1,620,0.157,14.29
TC_Amb, B07,Assay,Unknown,Un_0050 1/1,620,0.145,14.95
TC_Amb, C07,Assay,Unknown,Un_0051 1/1,620,0.215,15.73
TC_Amb, D07,Assay,Unknown,Un_0052 1/1,620,0.133,16.38
TC_Amb, E07,Assay,Unknown,Un_0053 1/1,620,0.036,17.17
TC_Amb, F07,Assay,Unknown,Un_0054 1/1,620,0.035,17.82
TC_Amb, G07,Assay,Unknown,Un_0055 1/1,620,0.036,18.61
TC_Amb, H07,Assay,Unknown,Un_0056 1/1,620,0.035,19.26
TC_Amb, A08,Assay,Unknown,Un_0057 1/1,620,0.153,14.31
TC_Amb, B08,Assay,Unknown,Un_0058 1/1,620,0.272,14.93
TC_Amb, C08,Assay,Unknown,Un_0059 1/1,620,0.202,15.75
TC_Amb, D08,Assay,Unknown,Un_0060 1/1,620,0.159,16.36
TC_Amb, E08,Assay,Unknown,Un_0061 1/1,620,0.282,17.19
TC_Amb, F08,Assay,Unknown,Un_0062 1/1,620,0.237,17.8
TC_Amb, G08,Assay,Unknown,Un_0063 1/1,620,0.162,18.62
TC_Amb, H08,Assay,Unknown,Un_0064 1/1,620,0.187,19.24
TC_Amb, A09,Assay,Unknown,Un_0065 1/1,620,0.131,14.33
TC_Amb, B09,Assay,Unknown,Un_0066 1/1,620,0.129,14.91
TC_Amb, C09,Assay,Unknown,Un_0067 1/1,620,0.125,15.77
TC_Amb, D09,Assay,Unknown,Un_0068 1/1,620,0.149,16.35
TC_Amb, E09,Assay,Unknown,Un_0069 1/1,620,0.119,17.21
TC_Amb, F09,Assay,Unknown,Un_0070 1/1,620,0.121,17.78
TC_Amb, G09,Assay,Unknown,Un_0071 1/1,620,0.07,18.64
TC_Amb, H09,Assay,Unknown,Un_0072 1/1,620,0.085,19.22
TC_Amb, A10,Assay,Unknown,Un_0073 1/1,620,0.128,14.35
TC_Amb, B10,Assay,Unknown,Un_0074 1/1,620,0.256,14.89
TC_Amb, C10,Assay,Unknown,Un_0075 1/1,620,0.145,15.79
TC_Amb, D10,Assay,Unknown,Un_0076 1/1,620,0.125,16.33
TC_Amb, E10,Assay,Unknown,Un_0077 1/1,620,0.224,17.23
TC_Amb, F10,Assay,Unknown,Un_0078 1/1,620,0.213,17.76
TC_Amb, G10,Assay,Unknown,Un_0079 1/1,620,0.155,18.66
TC_Amb, H10,Assay,Unknown,Un_0080 1/1,620,0.183,19.2
TC_Amb, A11,Assay,Unknown,Un_0081 1/1,620,0.101,14.37
