Plate ,Well,Group,Type   ,Sample     ,Wavelength,Abs  ,Meas. Time [s]
TC_Amb, A01,Assay,Unknown,Un_0001 1/1,620,0.226,14.04
TC_Amb, B01,Assay,Unknown,Un_0002 1/1,620,0.172,14.92
TC_Amb, C01,Assay,Unknown,Un_0003 1/1,620,0.034,15.47
TC_Amb, D01,Assay,Unknown,Un_0004 1/1,620,0.034,16.36
TC_Amb, E01,Assay,Unknown,Un_0005 1/1,620,0.224,16.91
TC_Amb, F01,Assay,Unknown,Un_0006 1/1,620,0.205,17.79
TC_Amb, G01,Assay,Unknown,Un_0007 1/1,620,0.065,18.35
TC_Amb, H01,Assay,Unknown,Un_0008 1/1,620,0.205,19.23
TC_Amb, A02,Assay,Unknown,Un_0009 1/1,620,0.18,14.06
TC_Amb, B02,Assay,Unknown,Un_0010 1/1,620,0.18,14.9
TC_Amb, C02,Assay,Unknown,Un_0011 1/1,620,0.034,15.49
TC_Amb, D02,Assay,Unknown,Un_0012 1/1,620,0.034,16.34
TC_Amb, E02,Assay,Unknown,Un_0013 1/1,620,0.216,16.93
TC_Amb, F02,Assay,Unknown,Un_0014 1/1,620,0.179,17.77
TC_Amb, G02,Assay,Unknown,Un_0015 1/1,620,0.034,18.36
TC_Amb, H02,Assay,Unknown,Un_0016 1/1,620,0.187,19.21
TC_Amb, A03,Assay,Unknown,Un_0017 1/1,620,0.18,14.08
TC_Amb, B03,Assay,Unknown,Un_0018 1/1,620,0.168,14.88
TC_Amb, C03,Assay,Unknown,Un_0019 1/1,620,0.033,15.51
TC_Amb, D03,Assay,Unknown,Un_0020 1/1,620,0.034,16.32
TC_Amb, E03,Assay,Unknown,Un_0021 1/1,620,0.038,16.95
TC_Amb, F03,Assay,Unknown,Un_0022 1/1,620,0.036,17.75
TC_Amb, G03,Assay,Unknown,Un_0023 1/1,620,0.037,18.38
TC_Amb, H03,Assay,Unknown,Un_0024 1/1,620,0.038,19.19
TC_Amb, A04,Assay,Unknown,Un_0025 1/1,620,0.195,14.1
TC_Amb, B04,Assay,Unknown,Un_0026 1/1,620,0.164,14.86
TC_Amb, C04,Assay,Unknown,Un_0027 1/1,620,0.034,15.53
TC_Amb, D04,Assay,Unknown,Un_0028 1/1,620,0.133,16.3
TC_Amb, E04,Assay,Unknown,Un_0029 1/1,620,0.2,16.97
TC_Amb, F04,Assay,Unknown,Un_0030 1/1,620,0.126,17.74
TC_Amb, G04,Assay,Unknown,Un_0031 1/1,620,0.143,18.4
TC_Amb, H04,Assay,Unknown,Un_0032 1/1,620,0.202,19.17
TC_Amb, A05,Assay,Unknown,Un_0033 1/1,620,0.218,14.12
TC_Amb, B05,Assay,Unknown,Un_0034 1/1,620,0.176,14.84
TC_Amb, C05,Assay,Unknown,Un_0035 1/1,620,0.03,15.55
TC_Amb, D05,Assay,Unknown,Un_0036 1/1,620,0.034,16.28
TC_Amb, E05,Assay,Unknown,Un_0037 1/1,620,0.241,16.99
TC_Amb, F05,Assay,Unknown,Un_0038 1/1,620,0.251,17.72
TC_Amb, G05,Assay,Unknown,Un_0039 1/1,620,0.257,18.42
TC_Amb, H05,Assay,Unknown,Un_0040 1/1,620,0.271,19.15
TC_Amb, A06,Assay,Unknown,Un_0041 1/1,620,0.206,14.13
TC_Amb, B06,Assay,Unknown,Un_0042 1/1,620,0.19,14.83
TC_Amb, C06,Assay,Unknown,Un_0043 1/1,620,0.158,15.57
TC_Amb, D06,Assay,Unknown,Un_0044 1/1,620,0.103,16.26
TC_Amb, E06,Assay,Unknown,Un_0045 1/1,620,0.151,17.01
TC_Amb, F06,Assay,Unknown,Un_0046 1/1,620,0.195,17.7
TC_Amb, G06,Assay,Unknown,Un_0047 1/1,620,0.173,18.44
TC_Amb, H06,Assay,Unknown,Un_0048 1/1,620,0.217,19.13
TC_Amb, A07,Assay,Unknown,Un_0049 1/1,620,0.224,14.15
TC_Amb, B07,Assay,Unknown,Un_0050 1/1,620,0.144,14.81
TC_Amb, C07,Assay,Unknown,Un_0051 1/1,620,0.034,15.59
TC_Amb, D07,Assay,Unknown,Un_0052 1/1,620,0.091,16.24
TC_Amb, E07,Assay,Unknown,Un_0053 1/1,620,0.034,17.02
TC_Amb, F07,Assay,Unknown,Un_0054 1/1,620,0.034,17.68
TC_Amb, G07,Assay,Unknown,Un_0055 1/1,620,0.034,18.46
TC_Amb, H07,Assay,Unknown,Un_0056 1/1,620,0.036,19.11
TC_Amb, A08,Assay,Unknown,Un_0057 1/1,620,0.218,14.17
TC_Amb, B08,Assay,Unknown,Un_0058 1/1,620,0.164,14.79
TC_Amb, C08,Assay,Unknown,Un_0059 1/1,620,0.246,15.61
TC_Amb, D08,Assay,Unknown,Un_0060 1/1,620,0.178,16.22
TC_Amb, E08,Assay,Unknown,Un_0061 1/1,620,0.249,17.04
TC_Amb, F08,Assay,Unknown,Un_0062 1/1,620,0.262,17.66
TC_Amb, G08,Assay,Unknown,Un_0063 1/1,620,0.259,18.48
TC_Amb, H08,Assay,Unknown,Un_0064 1/1,620,0.278,19.09
TC_Amb, A09,Assay,Unknown,Un_0065 1/1,620,0.208,14.19
TC_Amb, B09,Assay,Unknown,Un_0066 1/1,620,0.204,14.77
TC_Amb, C09,Assay,Unknown,Un_0067 1/1,620,0.205,15.63
TC_Amb, D09,Assay,Unknown,Un_0068 1/1,620,0.133,16.2
TC_Amb, E09,Assay,Unknown,Un_0069 1/1,620,0.206,17.06
TC_Amb, F09,Assay,Unknown,Un_0070 1/1,620,0.271,17.64
TC_Amb, G09,Assay,Unknown,Un_0071 1/1,620,0.22,18.5
TC_Amb, H09,Assay,Unknown,Un_0072 1/1,620,0.271,19.07
TC_Amb, A10,Assay,Unknown,Un_0073 1/1,620,0.199,14.21
TC_Amb, B10,Assay,Unknown,Un_0074 1/1,620,0.194,14.75
TC_Amb, C10,Assay,Unknown,Un_0075 1/1,620,0.139,15.65
TC_Amb, D10,Assay,Unknown,Un_0076 1/1,620,0.118,16.18
TC_Amb, E10,Assay,Unknown,Un_0077 1/1,620,0.213,17.08
TC_Amb, F10,Assay,Unknown,Un_0078 1/1,620,0.219,17.62
TC_Amb, G10,Assay,Unknown,Un_0079 1/1,620,0.268,18.52
TC_Amb, H10,Assay,Unknown,Un_0080 1/1,620,0.215,19.06
TC_Amb, A11,Assay,Unknown,Un_0081 1/1,620,0.203,14.23
TC_Amb, B11,Assay,Unknown,Un_0082 1/1,620,0.21,14.73
TC_Amb, C11,Assay,Unknown,Un_0083 1/1,620,0.034,15.67
TC_Amb, D11,Assay,Unknown,Un_0084 1/1,620,0.129,16.17
TC_Amb, E11,Assay,Unknown,Un_0085 1/1,620,0.103,17.1
TC_Amb, F11,Assay,Unknown,Un_0086 1/1,620,0.211,17.6
TC_Amb, G11,Assay,Unknown,Un_0087 1/1,620,0.159,18.54
TC_Amb, H11,Assay,Unknown,Un_0088 1/1,620,0.208,19.04
TC_Amb, A12,Assay,Unknown,Un_0089 1/1,620,0.223,14.25
TC_Amb, B12,Assay,Unknown,Un_0090 1/1,620,0.26,14.71
TC_Amb, C12,Assay,Unknown,Un_0091 1/1,620,0.034,15.68
TC_Amb, D12,Assay,Unknown,Un_0092 1/1,620,0.035,16.15
TC_Amb, E12,Assay,Unknown,Un_0093 1/1,620,0.036,17.12
TC_Amb, F12,Assay,Unknown,Un_0094 1/1,620,0.036,17.58
TC_Amb, G12,Assay,Unknown,Un_0095 1/1,620,0.035,18.56
TC_Amb, H12,Assay,Unknown,Un_0096 1/1,620,0.037,19.02
12, A01,Assay,Unknown,Un_0097 1/1,620,0.069,85.91
12, B01,Assay,Unknown,Un_0098 1/1,620,0.066,86.79
12, C01,Assay,Unknown,Un_0099 1/1,620,0.073,87.34
12, D01,Assay,Unknown,Un_0100 1/1,620,0.062,88.23
12, E01,Assay,Unknown,Un_0101 1/1,620,0.047,88.78
12, F01,Assay,Unknown,Un_0102 1/1,620,0.046,89.66
12, G01,Assay,Unknown,Un_0103 1/1,620,0.045,90.22
12, H01,Assay,Unknown,Un_0104 1/1,620,0.046,91.1
12, A02,Assay,Unknown,Un_0105 1/1,620,0.045,85.93
12, B02,Assay,Unknown,Un_0106 1/1,620,0.041,86.77
12, C02,Assay,Unknown,Un_0107 1/1,620,0.044,87.36
12, D02,Assay,Unknown,Un_0108 1/1,620,0.043,88.21
12, E02,Assay,Unknown,Un_0109 1/1,620,0.047,88.8
12, F02,Assay,Unknown,Un_0110 1/1,620,0.05,89.64
12, G02,Assay,Unknown,Un_0111 1/1,620,0.046,90.23
12, H02,Assay,Unknown,Un_0112 1/1,620,0.043,91.08
12, A03,Assay,Unknown,Un_0113 1/1,620,0.037,85.95
12, B03,Assay,Unknown,Un_0114 1/1,620,0.034,86.75
12, C03,Assay,Unknown,Un_0115 1/1,620,0.034,87.38
12, D03,Assay,Unknown,Un_0116 1/1,620,0.035,88.19
12, E03,Assay,Unknown,Un_0117 1/1,620,0.036,88.82
12, F03,Assay,Unknown,Un_0118 1/1,620,0.036,89.62
12, G03,Assay,Unknown,Un_0119 1/1,620,0.035,90.25
12, H03,Assay,Unknown,Un_0120 1/1,620,0.036,91.06
12, A04,Assay,Unknown,Un_0121 1/1,620,0.05,85.97
12, B04,Assay,Unknown,Un_0122 1/1,620,0.047,86.73
12, C04,Assay,Unknown,Un_0123 1/1,620,0.051,87.4
12, D04,Assay,Unknown,Un_0124 1/1,620,0.05,88.17
12, E04,Assay,Unknown,Un_0125 1/1,620,0.044,88.84
12, F04,Assay,Unknown,Un_0126 1/1,620,0.051,89.61
12, G04,Assay,Unknown,Un_0127 1/1,620,0.042,90.27
12, H04,Assay,Unknown,Un_0128 1/1,620,0.042,91.04
12, A05,Assay,Unknown,Un_0129 1/1,620,0.048,85.99
12, B05,Assay,Unknown,Un_0130 1/1,620,0.056,86.71
12, C05,Assay,Unknown,Un_0131 1/1,620,0.055,87.42
12, D05,Assay,Unknown,Un_0132 1/1,620,0.043,88.15
12, E05,Assay,Unknown,Un_0133 1/1,620,0.063,88.86
12, F05,Assay,Unknown,Un_0134 1/1,620,0.094,89.59
12, G05,Assay,Unknown,Un_0135 1/1,620,0.067,90.29
12, H05,Assay,Unknown,Un_0136 1/1,620,0.066,91.02
12, A06,Assay,Unknown,Un_0137 1/1,620,0.054,86
12, B06,Assay,Unknown,Un_0138 1/1,620,0.055,86.7
12, C06,Assay,Unknown,Un_0139 1/1,620,0.087,87.44
12, D06,Assay,Unknown,Un_0140 1/1,620,0.051,88.13
12, E06,Assay,Unknown,Un_0141 1/1,620,0.051,88.88
12, F06,Assay,Unknown,Un_0142 1/1,620,0.059,89.57
12, G06,Assay,Unknown,Un_0143 1/1,620,0.052,90.31
12, H06,Assay,Unknown,Un_0144 1/1,620,0.048,91
12, A07,Assay,Unknown,Un_0145 1/1,620,0.051,86.02
12, B07,Assay,Unknown,Un_0146 1/1,620,0.042,86.68
12, C07,Assay,Unknown,Un_0147 1/1,620,0.045,87.46
12, D07,Assay,Unknown,Un_0148 1/1,620,0.041,88.11
12, E07,Assay,Unknown,Un_0149 1/1,620,0.034,88.89
12, F07,Assay,Unknown,Un_0150 1/1,620,0.035,89.55
12, G07,Assay,Unknown,Un_0151 1/1,620,0.035,90.33
12, H07,Assay,Unknown,Un_0152 1/1,620,0.034,90.98
12, A08,Assay,Unknown,Un_0153 1/1,620,0.054,86.04
12, B08,Assay,Unknown,Un_0154 1/1,620,0.062,86.66
12, C08,Assay,Unknown,Un_0155 1/1,620,0.052,87.48
12, D08,Assay,Unknown,Un_0156 1/1,620,0.05,88.09
12, E08,Assay,Unknown,Un_0157 1/1,620,0.224,88.91
12, F08,Assay,Unknown,Un_0158 1/1,620,0.268,89.53
12, G08,Assay,Unknown,Un_0159 1/1,620,0.336,90.35
12, H08,Assay,Unknown,Un_0160 1/1,620,0.262,90.96
12, A09,Assay,Unknown,Un_0161 1/1,620,0.04,86.06
12, B09,Assay,Unknown,Un_0162 1/1,620,0.041,86.64
12, C09,Assay,Unknown,Un_0163 1/1,620,0.044,87.5
12, D09,Assay,Unknown,Un_0164 1/1,620,0.04,88.07
