"","r","t.r","lag","maxOD.fit","well","tmp","carbon_source","replicate"
"33",0.0885233202699488,15.5147222222222,8.71143262889165,0.327396832487703,"C9",12,"glucose",1
"34",0.138442496266052,2.00111111111111,0.0248363036004963,0.59193148787716,"C10",12,"glucose",1
"35",0.00140037021665153,23.2730555555556,20.1246679214109,0.0495251320220485,"C11",12,"glucose",1
"36",0.0374425584201048,9.00833333333333,7.11470135032813,0.0729041982646676,"C12",12,"glucose",1
"37",-6.80338331235999e-05,2.00111111111111,48.1811551273681,0.040489965142935,"D1",12,"glucose",1
"38",0.107623553773581,25.5255555555556,18.5517630568238,0.476826270761933,"D2",12,"glucose",1
"39",0.104762716460419,25.2752777777778,17.9876871154779,0.49056222725401,"D3",12,"glucose",1
"40",0.128297587410982,48.0486111111111,40.0704886350519,0.150294356519384,"D4",12,"glucose",1
"41",0.026949514587398,34.285,20.6041349161462,0.0915365718024046,"D5",12,"glucose",1
"42",0.00417159716282592,48.0486111111111,29.5241127038018,0.0427403434491573,"D6",12,"glucose",1
"43",0.0149143158422169,48.0486111111111,32.0013911126219,0.0522227462114428,"D7",12,"glucose",1
"44",0.0388829812017911,41.0416666666667,31.8630771697037,0.079763848901767,"D8",12,"glucose",1
"45",0.00234523794997174,48.0486111111111,34.4939979970826,0.0475643187772182,"D9",12,"glucose",1
"46",0.000347850076093471,48.0486111111111,20.1470942317912,0.0411023657289069,"D10",12,"glucose",1
"47",0.12036950611263,17.2666666666667,12.1452860109411,0.304251666291886,"D11",12,"glucose",1
"48",0.034662179091569,9.00833333333333,7.23416927646025,0.0734874583359909,"D12",12,"glucose",1
"49",0.000208121859134017,41.5419444444444,33.0998876305795,0.0406630813223714,"E1",12,"glucose",1
"50",0.129701846591908,8.75805555555556,6.39798869349226,0.518363199211688,"E2",12,"glucose",1
"51",0.110746653121465,23.2730555555556,17.0933878069608,0.511112888994188,"E3",12,"glucose",1
"52",0.0905271811077304,13.2625,7.66413084189683,0.546919852889082,"E4",12,"glucose",1
"53",0.095479960507102,22.7725,14.7064304577501,0.57016988823947,"E5",12,"glucose",1
"54",0.0875890211262265,11.0102777777778,4.73556115452995,0.567229200428661,"E6",12,"glucose",1
"55",0.106086345099958,9.75916666666667,6.89439980221704,0.483389130549643,"E7",12,"glucose",1
"56",0.0709984402218762,34.0347222222222,23.6994005705349,0.601524361821265,"E8",12,"glucose",1
"57",0.124042267631558,13.7630555555556,8.67532770602,0.402388229693748,"E9",12,"glucose",1
"58",0.091159973908196,10.0094444444444,6.57225856633142,0.388207946159816,"E10",12,"glucose",1
"59",0.12847962575557,19.0183333333333,13.9811319283541,0.321947903984831,"E11",12,"glucose",1
"60",0.00507051476455637,8.75805555555556,7.14235854745673,0.0476493751138752,"E12",12,"glucose",1
"61",-9.73491699701233e-05,48.0486111111111,47.0998607186817,0.0400270499393371,"F1",12,"glucose",1
"62",0.106169461554198,15.2647222222222,9.88615853550098,0.380262201557842,"F2",12,"glucose",1
"63",0.111329910665655,10.2594444444444,6.51457323260837,0.561187712724511,"F3",12,"glucose",1
"64",0.0893499281557751,17.5169444444444,11.2106323578351,0.415740387201235,"F4",12,"glucose",1
"65",0.0873487024514426,12.5116666666667,6.66212574323754,0.465868952004088,"F5",12,"glucose",1
"66",0.0950863438924015,13.2625,7.05232322247628,0.573930862684038,"F6",12,"glucose",1
"67",0.0969133228665812,12.7622222222222,7.03954142963273,0.516528512098587,"F7",12,"glucose",1
"68",0.0726161649987641,18.5175,10.5144258146088,0.468677270329914,"F8",12,"glucose",1
"69",0.0776277399068689,10.0094444444444,6.22351446254808,0.651335014851443,"F9",12,"glucose",1
"70",0.105086289340239,15.7647222222222,9.99374581107167,0.291514593379876,"F10",12,"glucose",1
"71",0.0885698301863484,14.0133333333333,7.54807437384209,0.597885266535291,"F11",12,"glucose",1
"72",0.000111370839732972,40.5411111111111,31.3228730954037,0.0423664573122092,"F12",12,"glucose",1
"73",0.00802450592304539,9.00833333333333,7.40865889893356,0.0457790827764196,"G1",12,"glucose",1
"74",0.0813337706297361,14.0133333333333,9.39311318800624,0.319836176389706,"G2",12,"glucose",1
"75",0.109916284417915,11.2602777777778,7.01836959048806,0.431524309310456,"G3",12,"glucose",1
"76",0.0363766753334537,41.5419444444444,29.0110379342453,0.0993956944679943,"G4",12,"glucose",1
"77",0.03887295858843,39.29,27.1970138295158,0.105270735672949,"G5",12,"glucose",1
"78",0.0378029033316051,37.5383333333333,25.3635762060366,0.115693034367089,"G6",12,"glucose",1
"79",0.0401426407839709,38.0388888888889,26.377901214206,0.113749223694701,"G7",12,"glucose",1
"80",-3.46582593530366e-05,48.0486111111111,45.7834831209518,0.0407417803336751,"G8",12,"glucose",1
"81",0.121872003903108,38.5391666666667,31.9229188195434,0.524935530848321,"G9",12,"glucose",1
"82",0.00046769727555275,48.0486111111111,31.1655426409114,0.0426051500558407,"G10",12,"glucose",1
"83",0.10485869980389,17.7669444444444,12.2847976925797,0.429952700595824,"G11",12,"glucose",1
"84",0.00871116940791877,48.0486111111111,31.2270293306035,0.0472642293549904,"G12",12,"glucose",1
"85",0.000157277128348998,2.00111111111111,0.605769494517651,0.0399661689940591,"H1",12,"glucose",1
"86",0.110902009279492,13.0125,7.80339544051257,0.501064927717779,"H2",12,"glucose",1
"87",0.10725207214616,24.2744444444444,17.3229288029337,0.537995286047357,"H3",12,"glucose",1
"88",0.0337651453585051,48.0486111111111,31.4936377267145,0.0841916656011282,"H4",12,"glucose",1
"89",0.038828037506352,40.7913888888889,28.1215262158125,0.108693030985765,"H5",12,"glucose",1
"90",0.0339539473659319,36.7872222222222,24.2650063395791,0.106658285447091,"H6",12,"glucose",1
"91",0.040959274895637,39.5402777777778,27.3328236015986,0.118320285505049,"H7",12,"glucose",1
"92",0.040947132949293,39.0397222222222,26.518838320711,0.119338022762439,"H8",12,"glucose",1
"93",2.9274733161308e-12,41.2919444444444,9585867.23584175,0.0410103626989618,"H9",12,"glucose",1
"94",-1.69321908043153e-11,48.0486111111111,-1410000.80902234,0.0401658031657367,"H10",12,"glucose",1
"95",0.0906502923949579,40.7913888888889,33.5031217736975,0.225854710119926,"H11",12,"glucose",1
"96",0.000779706687016729,24.2744444444444,21.7698716016705,0.0416369920055115,"H12",12,"glucose",1
"97",-1.77132172948194e-12,48.0488888888889,-702.407550209635,0.0397099609899322,"A1",12,"glucose",2
"98",0.122449937990753,13.7630555555556,9.20659165015726,0.463072650069339,"A2",12,"glucose",2
"99",0.132456364045479,9.00833333333333,6.23356618157985,0.474670353530242,"A3",12,"glucose",2
"100",0.0499043651983658,48.0488888888889,32.1185890903718,0.157588748786064,"A4",12,"glucose",2
"101",0.1147806701406,36.7875,29.686148029741,0.542131940052885,"A5",12,"glucose",2
"102",0.0991490341583086,13.2625,7.60590126040104,0.510372617161667,"A6",12,"glucose",2
"103",0.0920797315350916,13.7630555555556,8.86500062692448,0.513020504375028,"A7",12,"glucose",2
"104",0.071983226555547,24.5244444444444,14.6805555045909,0.557145466409887,"A8",12,"glucose",2
"105",0.0953907823554135,13.2625,7.36623466770686,0.690628305665146,"A9",12,"glucose",2
"106",0.133521399027494,13.2625,8.72024492647294,0.489927008309857,"A10",12,"glucose",2
"107",0.120894518348513,18.0172222222222,12.7008081016626,0.325335859027598,"A11",12,"glucose",2
"108",0.00066455198272002,48.0488888888889,40.4231714703759,0.0400180240498053,"A12",12,"glucose",2
"109",0.102708412477125,40.7913888888889,35.293028770973,0.170183168926302,"B1",12,"glucose",2
"110",0.110318249744969,11.7608333333333,6.95938878933244,0.466068014786476,"B2",12,"glucose",2
"111",0.111711807721937,12.2616666666667,7.57943346904415,0.455115260218828,"B3",12,"glucose",2
"112",0.10093502901758,10.0091666666667,7.36592801897989,0.533120344351654,"B4",12,"glucose",2
"113",0.0918148606943657,13.0125,7.11460277168428,0.49577118482749,"B5",12,"glucose",2
"114",0.0774714884976606,22.5222222222222,15.3843613438296,0.339819194726646,"B6",12,"glucose",2
"115",0.0953274055103442,12.0113888888889,6.06368150675206,0.586271410648707,"B7",12,"glucose",2
"116",0.0909473569493108,26.0258333333333,18.2053887914565,0.491696934611553,"B8",12,"glucose",2
"117",0.0775876796364525,30.0305555555556,19.4257920550721,0.489432356243826,"B9",12,"glucose",2
"118",0.0910189013571836,13.0125,7.00934797406854,0.663691768409529,"B10",12,"glucose",2
"119",0.0830781665975087,14.2636111111111,7.03423522547973,0.710057586752573,"B11",12,"glucose",2
"120",0.000529961750380691,2.00111111111111,0.16302145455049,0.0397676338674168,"B12",12,"glucose",2
"121",0.000100920859118477,19.7691666666667,1.15846055319682,0.043089598356623,"C1",12,"glucose",2
"122",0.0613447327540109,24.2744444444444,13.5988866809537,0.393579975045808,"C2",12,"glucose",2
"123",0.122428759675825,11.0102777777778,7.24871760913682,0.533131652293161,"C3",12,"glucose",2
"124",4.76946669801776e-05,2.00111111111111,-0.506507007119692,0.0394489988135657,"C4",12,"glucose",2
"125",0.0480311747366877,37.0377777777778,26.5257668020238,0.130294467914929,"C5",12,"glucose",2
"126",0.0360401267707344,48.0488888888889,31.2637535235839,0.0947695634315935,"C6",12,"glucose",2
"127",0.0360010767575102,48.0488888888889,29.4280340816661,0.102881648429641,"C7",12,"glucose",2
"128",0.0773017009792407,40.2911111111111,30.7524545780215,0.28142248682767,"C8",12,"glucose",2
"129",0.0996262661988314,17.7669444444444,11.51949968143,0.351042695490314,"C9",12,"glucose",2
"130",0.126319714252812,8.75805555555556,5.76429609215931,0.626946782566507,"C10",12,"glucose",2
"131",0.000580361875427706,29.5302777777778,25.4026645993711,0.0458984440489434,"C11",12,"glucose",2
"132",0.0152407647952503,2.00111111111111,-0.161260333875671,0.0429702905327262,"C12",12,"glucose",2
"133",0.0139847987584962,39.7905555555556,36.8716692577251,0.0437311418263368,"D1",12,"glucose",2
"134",0.0840805498915799,13.0125,7.53884934454714,0.48607784172424,"D2",12,"glucose",2
"135",0.106498628943463,9.00833333333333,6.08109957934279,0.46114614495249,"D3",12,"glucose",2
"136",0.0741502232350752,40.5413888888889,36.2497444419589,0.0851400971050813,"D4",12,"glucose",2
"137",0.0266576367518786,34.5355555555556,20.8859797181401,0.0894368055539368,"D5",12,"glucose",2
"138",0.0201656710784799,48.0488888888889,31.805745666022,0.0576828980289211,"D6",12,"glucose",2
"139",0.021402623432957,48.0488888888889,30.2683705631993,0.0655052084975785,"D7",12,"glucose",2
"140",0.0357261796524584,48.0488888888889,34.4778642898221,0.0750003623951982,"D8",12,"glucose",2
"141",0.00558642837304015,14.0133333333333,12.6463967443436,0.076414535443244,"D9",12,"glucose",2
"142",0.000209719265652477,2.00111111111111,1.14734498416665,0.039733190166064,"D10",12,"glucose",2
"143",0.131827447301946,17.2666666666667,12.7526291091752,0.310085087903872,"D11",12,"glucose",2
"144",3.68342323998697e-06,2.00111111111111,-3.12000547662408,0.0394692246415186,"D12",12,"glucose",2
"145",0.00176111853157211,14.7638888888889,8.2221042405791,0.0408306985495529,"E1",12,"glucose",2
"146",0.105773533607978,12.0113888888889,8.29605098499739,0.469602898173286,"E2",12,"glucose",2
"147",0.116056869463809,8.2575,5.74130420999613,0.48694329326024,"E3",12,"glucose",2
"148",0.0922615005303066,12.5116666666667,6.36886577978183,0.566627288775796,"E4",12,"glucose",2
"149",0.090882677329681,9.50861111111111,4.21777275792656,0.566832161745415,"E5",12,"glucose",2
"150",0.0940849837828692,13.5125,7.2761719212195,0.557574953536564,"E6",12,"glucose",2
"151",0.0952679471500082,12.5116666666667,6.61873782879022,0.475929657642079,"E7",12,"glucose",2
"152",0.111571522855146,24.2744444444444,19.3537878795943,0.578779727754401,"E8",12,"glucose",2
"153",0.123173213471836,13.5125,8.87873765680871,0.404665867173512,"E9",12,"glucose",2
"154",0.117310288553002,17.5169444444444,12.2558855950454,0.317018385721757,"E10",12,"glucose",2
"155",0.101055565578124,15.7647222222222,9.64170742916756,0.312159683612728,"E11",12,"glucose",2
"156",0.000685324930156954,48.0488888888889,31.7089453034345,0.0434952218008332,"E12",12,"glucose",2
"157",0.000165539882310632,7.50666666666667,-0.222671333322096,0.0408800889859983,"F1",12,"glucose",2
"158",0.108293506454288,13.2625,8.16111557541302,0.414104957457074,"F2",12,"glucose",2
"159",0.116873108021312,12.5116666666667,7.747192734881,0.498972041249439,"F3",12,"glucose",2
"160",0.0934563799075988,13.7630555555556,7.77035308684762,0.473420007558794,"F4",12,"glucose",2
"161",0.0887918461689094,13.7630555555556,7.79839005064258,0.441972124445229,"F5",12,"glucose",2
"162",0.0920971113461196,11.7608333333333,5.84838905211513,0.56650755140127,"F6",12,"glucose",2
"163",0.086893883265657,9.50861111111111,4.06787745184399,0.600883283226086,"F7",12,"glucose",2
"164",0.0689328876225466,19.2686111111111,12.9580490189764,0.459136825174556,"F8",12,"glucose",2
"165",0.0913998324541179,15.2647222222222,8.68957309318676,0.638080733305115,"F9",12,"glucose",2
"166",0.120730676708893,17.7669444444444,12.4907756654084,0.307472182922447,"F10",12,"glucose",2
"167",0.0924219867760206,11.7608333333333,6.01884852108004,0.592540453454101,"F11",12,"glucose",2
"168",2.47381866903015e-11,2.00111111111111,31914.1183649755,0.0394611421637238,"F12",12,"glucose",2
"169",0.000666879973597067,30.2811111111111,24.6408640308518,0.0399245659698197,"G1",12,"glucose",2
"170",0.106978007172031,16.5155555555556,11.9968602048665,0.283608898136057,"G2",12,"glucose",2
"171",0.131692219375791,8.75805555555556,5.01825665327206,0.529158837574128,"G3",12,"glucose",2
"172",0.0386878481722097,48.0488888888889,32.8214229506092,0.0891345421703739,"G4",12,"glucose",2
"173",0.0388605006783818,48.0488888888889,32.1310740339155,0.0933982146482075,"G5",12,"glucose",2
"174",0.0380523621081356,42.2933333333333,29.6184744896424,0.0977873091457987,"G6",12,"glucose",2
"175",0.0380090424126734,41.7927777777778,28.5287563862361,0.101237973113952,"G7",12,"glucose",2
"176",0.00181159342579563,2.00111111111111,-0.056078266496621,0.0397501481307411,"G8",12,"glucose",2
"177",0.0664962269841353,29.5302777777778,18.1370940702242,0.670780542123734,"G9",12,"glucose",2
"178",-1.41262965585085e-11,34.285,-5991.71847370744,0.0393523478113816,"G10",12,"glucose",2
"179",0.131099225168404,13.5125,9.86155471495836,0.481515281782991,"G11",12,"glucose",2
"180",0.0790953519969181,48.0488888888889,37.1181756022073,0.184663478555835,"G12",12,"glucose",2
"181",0.000688083513937193,2.00111111111111,0.0947176900483209,0.040887816344616,"H1",12,"glucose",2
"182",0.125159384471614,9.25833333333333,5.87995814397196,0.507408643830558,"H2",12,"glucose",2
"183",0.105355927748237,23.2730555555556,16.3640614113719,0.543280342194607,"H3",12,"glucose",2
"184",0.0344794946224934,48.0488888888889,31.009641780451,0.0909053752808324,"H4",12,"glucose",2
"185",0.0333114994065921,48.0488888888889,29.5689570858448,0.0973851830835718,"H5",12,"glucose",2
"186",0.0340374903926654,48.0488888888889,28.5960056408962,0.106557314879116,"H6",12,"glucose",2
"187",0.0380150176425206,48.0488888888889,31.2836022640357,0.100727951602439,"H7",12,"glucose",2
"188",0.0365000607933693,48.0488888888889,30.3966453159078,0.104823166455566,"H8",12,"glucose",2
"189",0.000442134707871915,18.2675,10.428393985176,0.0393819270346789,"H9",12,"glucose",2
"190",0.000597100128988642,2.00111111111111,-2.69196095070925,0.0426720913727892,"H10",12,"glucose",2
"191",0.0271617472202352,36.0366666666667,23.585954578785,0.0872337062967805,"H11",12,"glucose",2
"192",0.000366103976394915,2.00111111111111,0.278671783586132,0.0399358826801592,"H12",12,"glucose",2
"193",-2.83322186994907e-11,8.00722222222222,-4924.60803645765,0.0395026094779597,"A1",12,"glucose",3
"194",0.118566893866126,10.7602777777778,7.48563140665564,0.445815367744714,"A2",12,"glucose",3
"195",0.105657394869251,9.25833333333333,4.57673369962206,0.449637352262449,"A3",12,"glucose",3
"196",0.056292224792896,48.0488888888889,32.2136929952277,0.220865238594607,"A4",12,"glucose",3
"197",0.118328356917552,48.0488888888889,38.1925088850499,0.400227180781321,"A5",12,"glucose",3
"198",0.0881464010296422,9.25833333333333,3.51237367039268,0.569791749511842,"A6",12,"glucose",3
"199",0.0920868707853061,10.7602777777778,5.73153146222809,0.530310411114914,"A7",12,"glucose",3
"200",0.0622463851883833,38.2891666666667,25.0153023778343,0.502587030247941,"A8",12,"glucose",3
"201",0.0951756530482894,14.7638888888889,8.36954924007838,0.710396215197122,"A9",12,"glucose",3
"202",0.11437315589565,12.0113888888889,7.89558681652608,0.472220122289095,"A10",12,"glucose",3
"203",0.102324830849143,16.7658333333333,10.4988988015442,0.335312585331716,"A11",12,"glucose",3
"204",2.16759967579596e-05,2.00111111111111,2.57491887796284,0.0394298716224976,"A12",12,"glucose",3
"205",0.0956303739673371,42.0427777777778,36.0336945610732,0.162501683966094,"B1",12,"glucose",3
"206",0.115695973232722,10.0091666666667,6.49165573662048,0.460235498779571,"B2",12,"glucose",3
"207",0.114214495936678,12.5116666666667,7.70482259953712,0.440421449014171,"B3",12,"glucose",3
"208",0.0940295850056743,10.5102777777778,5.75802282427314,0.560775549585554,"B4",12,"glucose",3
"209",0.0860488044463721,9.25833333333333,3.83825949979663,0.557131302459569,"B5",12,"glucose",3
"210",0.0836596917741819,19.2686111111111,12.5528401285892,0.366995893722549,"B6",12,"glucose",3
"211",0.0913372550840618,16.7658333333333,10.0318378423389,0.548007570650997,"B7",12,"glucose",3
"212",0.0836179117699234,30.5316666666667,21.8046774865427,0.477861711178452,"B8",12,"glucose",3
"213",0.0815194183764585,15.2647222222222,8.8114601318155,0.500713597665512,"B9",12,"glucose",3
"214",0.110239026649466,23.7738888888889,16.7835983895876,0.67599516199856,"B10",12,"glucose",3
"215",0.148432332620563,24.7747222222222,19.6421697302524,0.662285275832772,"B11",12,"glucose",3
"216",-1.33783753126412e-11,48.0488888888889,-2373641.68519085,0.0394145078124385,"B12",12,"glucose",3
"217",-1.65043882413575e-13,48.0488888888889,-297366243.041706,0.0395751295360919,"C1",12,"glucose",3
"218",0.0796008083252561,18.5175,10.8652769552828,0.473775615783217,"C2",12,"glucose",3
"219",0.150612890482828,9.25833333333333,6.76260044718872,0.51800136493225,"C3",12,"glucose",3
"220",2.74419987372401e-11,48.0488888888889,780407.089469858,0.039756476761463,"C4",12,"glucose",3
"221",0.0345078076881798,42.2936111111111,28.05313430977,0.0951944809801436,"C5",12,"glucose",3
"222",0.03470930214075,48.0488888888889,30.9463781280042,0.0895190579534417,"C6",12,"glucose",3
"223",0.0367027383151126,9.00861111111111,7.09146520252689,0.094933410133916,"C7",12,"glucose",3
"224",0.0826499965743236,48.0488888888889,36.1013473994436,0.261473307217091,"C8",12,"glucose",3
"225",0.107927999632177,18.0172222222222,12.147552831806,0.390493937666651,"C9",12,"glucose",3
"226",0.107846841779708,25.7758333333333,18.9648919635214,0.590090138663845,"C10",12,"glucose",3
"227",0.000355427802687561,38.2891666666667,35.362916959599,0.0456695678239705,"C11",12,"glucose",3
"228",0.0376101775878493,9.00861111111111,7.10957397514111,0.0714022110799219,"C12",12,"glucose",3
"229",0.000546034424609493,6.25555555555556,0.221498331164758,0.040058230913722,"D1",12,"glucose",3
"230",0.0936573576942624,18.2675,12.1415789565202,0.445419187666937,"D2",12,"glucose",3
"231",0.0873116260227469,15.5147222222222,10.5380482373514,0.467418543757372,"D3",12,"glucose",3
"232",0.133979426566525,48.0488888888889,39.8520314360309,0.206786703526968,"D4",12,"glucose",3
"233",0.0282407086982015,30.2813888888889,17.4143400662005,0.102203764940462,"D5",12,"glucose",3
"234",0.00803349138486441,48.0488888888889,27.9063037108666,0.0465918311625943,"D6",12,"glucose",3
"235",0.0313050194438738,40.0411111111111,31.9059860039785,0.0621652770961666,"D7",12,"glucose",3
"236",0.0308064915022082,48.0488888888889,33.5097799897109,0.068073506606125,"D8",12,"glucose",3
"237",0.023248300239352,48.0488888888889,38.8784924259103,0.0539465869420775,"D9",12,"glucose",3
"238",0.00795093932491202,9.50888888888889,7.92066445795621,0.0510355608465833,"D10",12,"glucose",3
"239",0.127648928936561,17.7669444444444,12.9023756799139,0.328075456437792,"D11",12,"glucose",3
"240",8.79251465685737e-05,2.00111111111111,1.23410015839353,0.0398369738536374,"D12",12,"glucose",3
"241",0.0167887327644167,8.75805555555556,7.04583448545249,0.0499324994228559,"E1",12,"glucose",3
"242",0.103454560496902,13.2625,9.68100301954089,0.464217995281906,"E2",12,"glucose",3
"243",0.0989541859128653,10.2594444444444,6.84880065111482,0.455164999964972,"E3",12,"glucose",3
"244",0.0812868690134485,10.5102777777778,4.20035832876611,0.550076882624673,"E4",12,"glucose",3
"245",0.0909010028089369,14.5136111111111,7.9779132146314,0.54156055975097,"E5",12,"glucose",3
"246",0.0937016471862965,13.0125,6.69948211950182,0.551066641638365,"E6",12,"glucose",3
"247",0.0963281537037489,13.0125,7.06641781961184,0.473457113674121,"E7",12,"glucose",3
"248",0.126522963389277,40.0411111111111,33.3061026781698,0.59589024339975,"E8",12,"glucose",3
"249",0.112565116420743,15.0144444444444,9.71720278011011,0.381288264712626,"E9",12,"glucose",3
"250",0.12257710639658,18.0172222222222,12.7992405038342,0.343151977757014,"E10",12,"glucose",3
"251",0.123618662385478,18.5175,13.1698527873164,0.308825371087216,"E11",12,"glucose",3
"252",0.000618844501898359,48.0488888888889,39.6846320003771,0.0437935925424565,"E12",12,"glucose",3
"253",0.000134795208097767,48.0488888888889,1.99254028292285,0.0400885066205064,"F1",12,"glucose",3
"254",0.107811851621472,17.2666666666667,11.7209311258227,0.455517038181944,"F2",12,"glucose",3
"255",0.108604288774589,17.0163888888889,11.8429915817041,0.402100403831603,"F3",12,"glucose",3
"256",0.0931832257262657,20.7708333333333,14.470936903799,0.400051404639389,"F4",12,"glucose",3
"257",0.0906729740488073,18.7680555555556,12.8711170749687,0.374719865218702,"F5",12,"glucose",3
"258",0.0895395422263914,16.5155555555556,9.81209012290084,0.541503351320816,"F6",12,"glucose",3
"259",0.102550033336817,13.7630555555556,7.98228176241764,0.543415188684858,"F7",12,"glucose",3
"260",0.0778511390109708,19.5188888888889,12.7204625434733,0.443934385658392,"F8",12,"glucose",3
"261",0.0836281950990093,17.5169444444444,10.2877717434535,0.650045586460408,"F9",12,"glucose",3
"262",0.126109070265103,18.5175,13.458289704997,0.301096421714792,"F10",12,"glucose",3
"263",0.0866713096902823,18.2675,11.3880559342153,0.549780803671701,"F11",12,"glucose",3
"264",0.000731646221647611,23.5238888888889,19.0398283719919,0.0429107698714235,"F12",12,"glucose",3
"265",0.000236785002916322,2.00111111111111,5.51045302065708,0.0393587538835283,"G1",12,"glucose",3
"266",0.10394398202559,13.2625,9.79357836128251,0.355654404791666,"G2",12,"glucose",3
"267",0.139344898533594,8.2575,4.89566399102711,0.515024010919244,"G3",12,"glucose",3
"268",0.0326757442089399,48.0488888888889,32.5387263480174,0.0845600370464774,"G4",12,"glucose",3
"269",0.0432179357017669,48.0488888888889,34.7457870581748,0.0868097055758676,"G5",12,"glucose",3
"270",0.0363129781186647,48.0488888888889,31.4894430927999,0.0972481258641157,"G6",12,"glucose",3
"271",0.0361797920287644,48.0488888888889,30.4331052116911,0.0989404306682843,"G7",12,"glucose",3
"272",1.86020307141421e-10,2.00111111111111,35.417300253673,0.0421151809001978,"G8",12,"glucose",3
"273",0.0883733331667248,15.0144444444444,7.90285403441001,0.682138586853921,"G9",12,"glucose",3
"274",1.11127019375936e-11,2.00111111111111,66.5523625312793,0.0410835036162288,"G10",12,"glucose",3
"275",0.121797652436572,13.7630555555556,9.96268152050708,0.41239936491074,"G11",12,"glucose",3
"276",0.0237827971233056,34.5355555555556,21.8858075295073,0.0771255950390263,"G12",12,"glucose",3
"277",0.000496653420917048,2.00111111111111,0.146155622431991,0.0399809492850113,"H1",12,"glucose",3
"278",0.14372416211918,13.0125,9.17214640959325,0.473348401236687,"H2",12,"glucose",3
"279",0.110841926043263,24.0238888888889,17.7044020741767,0.495627918122895,"H3",12,"glucose",3
"280",0.0320234362049973,42.0427777777778,28.8989400390688,0.0803943806713664,"H4",12,"glucose",3
"281",0.0319280068694166,48.0488888888889,29.7484262587883,0.089694039201011,"H5",12,"glucose",3
"282",0.0270701500393588,42.7938888888889,25.3814223965935,0.0937667522767519,"H6",12,"glucose",3
"283",0.0319800812604356,48.0488888888889,29.9417898734663,0.0952037569534775,"H7",12,"glucose",3
"284",0.0332514400059827,48.0488888888889,29.7967966727236,0.0982836918928977,"H8",12,"glucose",3
"285",0.0467814905141163,48.0488888888889,37.9147905922862,0.0684461702867681,"H9",12,"glucose",3
"286",5.82151616655026e-12,2.00111111111111,140.97075692511,0.0399018595365703,"H10",12,"glucose",3
