"","ID","rmax","topt","a","rssq","well","carbon","temp_origin","fermenter"
"138","E10_galactose_22_Fermenter",0.151358171487439,12,56.6940805772161,0.00593790319387682,"E10","galactose","22","Fermenter"
"139","E10_glucose_22_Fermenter",0.234131536520948,34.1051549843651,16.6692703912725,0.0264525010033484,"E10","glucose","22","Fermenter"
"140","E10_ribose_22_Fermenter",0.124284232577895,12,67.2168464492925,0.000894328295275049,"E10","ribose","22","Fermenter"
"141","E11_fructose_22_Fermenter",0.208809514389344,28.2676527223495,11.0505488538846,0.0240720146490986,"E11","fructose","22","Fermenter"
"142","E11_galactose_22_Fermenter",0.215688572907142,25.9396652759421,12.9472518074587,0.0272889425180869,"E11","galactose","22","Fermenter"
"143","E11_glucose_22_Fermenter",0.19856999909962,25.7791986055244,12.9381450478011,0.00988591841322707,"E11","glucose","22","Fermenter"
"144","E11_ribose_22_Fermenter",0.255714919842867,37,14.7934968176442,0.00482376241513858,"E11","ribose","22","Fermenter"
"145","E2_fructose_12.5_Fermenter",0.15333760764021,21.9961950850381,12.9878543469487,0.0113397162509299,"E2","fructose","12.5","Fermenter"
"146","E2_galactose_12.5_Fermenter",0.164088866104588,26.5598332554439,7.14016891873438,0.000689039283349888,"E2","galactose","12.5","Fermenter"
"147","E2_glucose_12.5_Fermenter",0.191946583070428,22.7795427765509,8.97326172245949,0.00668775030287127,"E2","glucose","12.5","Fermenter"
"148","E2_ribose_12.5_Fermenter",0.128900321746078,29.4607799501617,20.6614654300336,0.00925155531924196,"E2","ribose","12.5","Fermenter"
"149","E3_fructose_12.5_Fermenter",0.183925753569449,22.9136791800745,11.2272397735999,0.0154784384407733,"E3","fructose","12.5","Fermenter"
"150","E3_galactose_12.5_Fermenter",0.215639639191863,27.047491441261,5.89053437557957,5.53440621291242e-05,"E3","galactose","12.5","Fermenter"
"151","E3_glucose_12.5_Fermenter",0.182631623607081,22.6509736717025,8.85756279147297,0.00758888486920052,"E3","glucose","12.5","Fermenter"
"152","E3_ribose_12.5_Fermenter",0.157952584859183,28.6975904699801,12.4558766643567,0.00667064105621465,"E3","ribose","12.5","Fermenter"
"153","E4_fructose_42_Fermenter",0.288137491129829,37.7720589322796,16.3231723353526,0.00026282776031797,"E4","fructose","42","Fermenter"
"154","E4_galactose_42_Fermenter",0.298477838240414,36.410422891557,15.2538939454904,0.00587670204324488,"E4","galactose","42","Fermenter"
"155","E4_glucose_42_Fermenter",0.319215642827651,32.4285574169038,11.8402102237983,0.00323773690292792,"E4","glucose","42","Fermenter"
"156","E4_ribose_42_Fermenter",0.186699030657262,29.2344127527046,7.37329664809063,0.000496850651301644,"E4","ribose","42","Fermenter"
"157","E5_fructose_42_Fermenter",0.290352028392861,37.8944484014329,14.3305867290117,0.00071601287395157,"E5","fructose","42","Fermenter"
"158","E5_galactose_42_Fermenter",0.273804874215697,39.1552497040978,17.6037481940783,0.00362028178474104,"E5","galactose","42","Fermenter"
"159","E5_glucose_42_Fermenter",0.2950621060946,32.1736907654671,11.6303831963996,0.00859062820498551,"E5","glucose","42","Fermenter"
"160","E5_ribose_42_Fermenter",0.209122697679391,32.7881333201569,8.80406517982354,2.53543044506117e-05,"E5","ribose","42","Fermenter"
"161","E6_fructose_37.7_Fermenter",0.214152518218625,29.2766077356974,12.6815677223922,0.000100227616176366,"E6","fructose","37.7","Fermenter"
"162","E6_galactose_37.7_Fermenter",0.187280388807665,26.6086598416408,12.2688643814919,0.00234542649565837,"E6","galactose","37.7","Fermenter"
"163","E6_glucose_37.7_Fermenter",0.259045280389869,31.0119292148806,12.2527976070548,0.0104645137368855,"E6","glucose","37.7","Fermenter"
"164","E6_ribose_37.7_Fermenter",0.173297167049385,31.6546775686636,11.7657402309009,0.00154139252979154,"E6","ribose","37.7","Fermenter"
"165","E7_fructose_37.7_Fermenter",0.323957149730492,42,17.5971867493284,0.0107235896332212,"E7","fructose","37.7","Fermenter"
"166","E7_galactose_37.7_Fermenter",0.271903497047294,42,20.6689558518691,0.00892113660137415,"E7","galactose","37.7","Fermenter"
"167","E7_glucose_37.7_Fermenter",0.240650893925971,33.0396938721847,15.5057699727204,0.0136861178104728,"E7","glucose","37.7","Fermenter"
"168","E7_ribose_37.7_Fermenter",0.218927193291454,37,11.5051010775411,0.000789989524444664,"E7","ribose","37.7","Fermenter"
"169","E8_fructose_30_Fermenter",0.179516781388475,31.0992178884617,18.7496219468225,0.000520817212790043,"E8","fructose","30","Fermenter"
"170","E8_galactose_30_Fermenter",0.210380933028724,29.1481449019095,17.9123615352902,0.00274022384147457,"E8","galactose","30","Fermenter"
"171","E8_glucose_30_Fermenter",0.247945276386351,29.2842464058798,12.9898434967027,0.0116175832659491,"E8","glucose","30","Fermenter"
"172","E8_ribose_30_Fermenter",0.232247339367485,37,11.087952244675,0.000142968057714218,"E8","ribose","30","Fermenter"
"173","E9_fructose_30_Fermenter",0.449743232252873,34.3394135187403,3.15650201752687,0.0201793872684717,"E9","fructose","30","Fermenter"
"174","E9_galactose_30_Fermenter",0.155654477559816,27.608722724229,12.9292956299972,0.0147351809358895,"E9","galactose","30","Fermenter"
"175","E9_glucose_30_Fermenter",0.214161202981842,26.8866628602947,11.9275752433244,0.00757757003587534,"E9","glucose","30","Fermenter"
"176","E9_ribose_30_Fermenter",0.291409889296208,37,8.25760635955163,0.00772259640766978,"E9","ribose","30","Fermenter"
"177","F10_fructose_22_Fermenter",0.21064212636592,27.9971803781912,11.2934883004461,0.0272286246454261,"F10","fructose","22","Fermenter"
"178","F10_galactose_22_Fermenter",0.212071790014447,26.3654310767687,12.0825766742497,0.0226969429270881,"F10","galactose","22","Fermenter"
"179","F10_glucose_22_Fermenter",0.205908314067627,25.3661320241575,11.8082055972342,0.0149728754159889,"F10","glucose","22","Fermenter"
"180","F10_ribose_22_Fermenter",0.25664462585068,37,14.1294305261033,0.00406819943961315,"F10","ribose","22","Fermenter"
"181","F11_fructose_22_Fermenter",0.255138066892034,33.634079143767,13.0222577326363,0.0102356979942973,"F11","fructose","22","Fermenter"
"182","F11_galactose_22_Fermenter",0.217094797890024,30.6279069912424,13.8869889974478,0.00375880628218273,"F11","galactose","22","Fermenter"
"183","F11_glucose_22_Fermenter",0.279514267499491,30.0907168656201,9.71453209253015,0.0356673910449507,"F11","glucose","22","Fermenter"
