"","well","tmp","carbon_source","carbon","temperature","Fermenter","mean_r","mean_lag"
"321","B6",42,"glucose","Glu",37.7,"Fermenter",0.16937994874531,5.67852884621326
"322","B6",42,"galactose","Glu",37.7,"Fermenter",0.110779040796375,3.57186980108654
"323","B6",42,"fructose","Glu",37.7,"Fermenter",0.235968892809725,5.8752949038376
"324","B7",12,"glucose","Gal",37.7,"Fermenter",0.0995244271720941,7.18311533501158
"325","B7",12,"galactose","Gal",37.7,"Fermenter",0.087283573519144,8.64176956968988
"326","B7",12,"fructose","Gal",37.7,"Fermenter",0.0827087884285622,22.0943616911887
"327","B7",12,"ribose","Gal",37.7,"Fermenter",0.0783901910424525,43.6227917019012
"328","B7",22,"glucose","Gal",37.7,"Fermenter",0.192987619242327,1.33351041672603
"329","B7",22,"galactose","Gal",37.7,"Fermenter",0.174582118132894,3.8315355655792
"330","B7",22,"fructose","Gal",37.7,"Fermenter",0.178516267727036,5.93090880341334
"331","B7",22,"ribose","Gal",37.7,"Fermenter",0.0978999505615699,5587.97926119464
"332","B7",30,"glucose","Gal",37.7,"Fermenter",0.207374160286883,0.135467202953877
"333","B7",30,"galactose","Gal",37.7,"Fermenter",0.165590235236151,1.371153746572
"334","B7",30,"fructose","Gal",37.7,"Fermenter",0.214798677031368,3.59940570701417
"335","B7",30,"ribose","Gal",37.7,"Fermenter",0.175663922845651,3.6248474271982
"336","B7",37,"glucose","Gal",37.7,"Fermenter",0.322773216809023,2.63254848660299
"337","B7",37,"galactose","Gal",37.7,"Fermenter",0.136178596903579,6.08321166201358
"338","B7",37,"fructose","Gal",37.7,"Fermenter",0.14139060590457,5.41083082400627
"339","B7",37,"ribose","Gal",37.7,"Fermenter",0.0912452068149558,8.94960949269632
"340","B7",42,"glucose","Gal",37.7,"Fermenter",0.131230894549618,3.73662588490153
"341","B7",42,"galactose","Gal",37.7,"Fermenter",0.0701504963475081,7.27031182814942
"342","B7",42,"fructose","Gal",37.7,"Fermenter",0.124109224488613,4.54220138461152
"343","B8",12,"glucose","Glu",30,"Fermenter",0.0939462432272184,20.9886951274578
"344","B8",12,"galactose","Glu",30,"Fermenter",0.00575182175077803,16.3862143939373
"345","B8",12,"fructose","Glu",30,"Fermenter",0.0957437717044625,31.8059365537968
"346","B8",12,"ribose","Glu",30,"Fermenter",0.0760193101603267,45.1581801814343
"347","B8",22,"glucose","Glu",30,"Fermenter",0.1438902414008,5.90052516368544
"348","B8",22,"galactose","Glu",30,"Fermenter",0.123326190396945,9.560480258021
"349","B8",22,"fructose","Glu",30,"Fermenter",0.125085642698143,8.64803308140571
"350","B8",22,"ribose","Glu",30,"Fermenter",0.0791591660667133,5.30724764287332
"351","B8",30,"glucose","Glu",30,"Fermenter",0.189335410167756,0.111070130680416
"352","B8",30,"galactose","Glu",30,"Fermenter",0.0965037549661602,4.88892600195797
"353","B8",30,"fructose","Glu",30,"Fermenter",0.142313859311108,5.63541408323529
"354","B8",30,"ribose","Glu",30,"Fermenter",0.149679458048171,4.97521094078218
"355","B8",37,"glucose","Glu",30,"Fermenter",0.252996860131768,2.52208637533916
"356","B8",37,"galactose","Glu",30,"Fermenter",0.0964383084768213,11.6916151516203
"357","B8",37,"fructose","Glu",30,"Fermenter",0.160159773583796,5.77274529830915
"358","B8",37,"ribose","Glu",30,"Fermenter",0.253987058373653,9.81198621064627
"359","B8",42,"glucose","Glu",30,"Fermenter",0.193943708139227,3.31153396979373
"360","B8",42,"galactose","Glu",30,"Fermenter",0.040366775501265,12.4827581546129
"361","B8",42,"fructose","Glu",30,"Fermenter",0.00121413078499275,18.9901655402518
"362","B9",12,"glucose","Gal",30,"Fermenter",0.0778773811410442,11.6952472367437
"363","B9",12,"galactose","Gal",30,"Fermenter",0.108938436506119,18.5651409514155
"364","B9",12,"fructose","Gal",30,"Fermenter",0.0939899592264267,44.1515742930226
"365","B9",12,"ribose","Gal",30,"Fermenter",0.0668108244136302,42.9467331213799
"366","B9",22,"glucose","Gal",30,"Fermenter",0.19641468521625,3.76459552086752
"367","B9",22,"galactose","Gal",30,"Fermenter",0.211750263392311,4.8302163514989
"368","B9",22,"fructose","Gal",30,"Fermenter",0.169649378792031,4.80792255891191
"369","B9",22,"ribose","Gal",30,"Fermenter",0.0949473011370567,12592.1199384883
"370","B9",30,"glucose","Gal",30,"Fermenter",0.195735293665889,1.30147111638801
"371","B9",30,"galactose","Gal",30,"Fermenter",0.190718383858635,1.15101791224637
"372","B9",30,"fructose","Gal",30,"Fermenter",0.200853908995395,1.91596944722563
"373","B9",30,"ribose","Gal",30,"Fermenter",0.191197015188522,3.60632758140057
"374","B9",37,"glucose","Gal",30,"Fermenter",0.282684720224891,0.260218324990378
"375","B9",37,"galactose","Gal",30,"Fermenter",0.34125276154988,2.2441117159147
"376","B9",37,"fructose","Gal",30,"Fermenter",0.252760318162368,2.5908076562191
"377","B9",37,"ribose","Gal",30,"Fermenter",0.219479298311817,0.239714467272764
"378","B9",42,"glucose","Gal",30,"Fermenter",0.195827550694171,3.31057117235329
"379","B9",42,"galactose","Gal",30,"Fermenter",0.220534916119987,11.3953332696812
"380","B9",42,"fructose","Gal",30,"Fermenter",0.142014941376223,4.11237615553084
"381","C2",12,"glucose","Glu",12.5,"Respirator",0.0747528726081653,12.3108684387392
"382","C2",12,"galactose","Glu",12.5,"Respirator",0.0229695545613054,26.3925024275569
"383","C2",12,"fructose","Glu",12.5,"Respirator",0.0132012151772448,14.7483527434821
"384","C2",12,"ribose","Glu",12.5,"Respirator",0.00968416595354261,21.2343853387167
"385","C2",22,"glucose","Glu",12.5,"Respirator",0.122034176722951,1.27579101429096
"386","C2",22,"galactose","Glu",12.5,"Respirator",0.175851808508198,5.46980097656247
"387","C2",22,"fructose","Glu",12.5,"Respirator",0.169248524589768,6.51508776679338
"388","C2",22,"ribose","Glu",12.5,"Respirator",0.108718339118193,95.79415167047
"389","C2",30,"glucose","Glu",12.5,"Respirator",0.187432447822626,3.04505713122139
"390","C2",30,"galactose","Glu",12.5,"Respirator",0.00577141378597843,9.8315062687887
"391","C2",30,"fructose","Glu",12.5,"Respirator",0.155221483935381,15.8779857071703
"392","C2",30,"ribose","Glu",12.5,"Respirator",0.018338887622536,32.9972149456142
"393","C2",37,"glucose","Glu",12.5,"Respirator",0.292824366443876,16.712411586128
"394","C2",37,"galactose","Glu",12.5,"Respirator",0.0226928792431758,3.70066399985791
"395","C2",37,"fructose","Glu",12.5,"Respirator",0.112003091921134,12.1410793823439
"396","C2",37,"ribose","Glu",12.5,"Respirator",0.0340604156468169,8.7867550695689
"397","C2",42,"glucose","Glu",12.5,"Respirator",0.133898618652761,-0.337696316988161
"398","C2",42,"galactose","Glu",12.5,"Respirator",0.0196037217613963,6.89550132281485
"399","C2",42,"fructose","Glu",12.5,"Respirator",0.191172980083553,12.2283226434277
"400","C3",12,"glucose","Gal",12.5,"Respirator",0.135443131636511,6.66077648675387
"401","C3",12,"galactose","Gal",12.5,"Respirator",0.05343964113888,26.8936919801206
"402","C3",12,"fructose","Gal",12.5,"Respirator",0.0162627135742044,29.4732213341371
"403","C3",12,"ribose","Gal",12.5,"Respirator",0.00589241177380387,22.4628018076545
"404","C3",22,"glucose","Gal",12.5,"Respirator",0.151872097160726,5.57064378389541
"405","C3",22,"galactose","Gal",12.5,"Respirator",0.105029634961554,11.719571108556
"406","C3",22,"fructose","Gal",12.5,"Respirator",0.0886377240159983,13.5525295145424
"407","C3",22,"ribose","Gal",12.5,"Respirator",0.0647530827163762,121880.146881818
"408","C3",30,"glucose","Gal",12.5,"Respirator",0.198704693585924,4.04172121450875
"409","C3",30,"galactose","Gal",12.5,"Respirator",0.11975973401211,10.6333581493822
"410","C3",30,"fructose","Gal",12.5,"Respirator",0.101553155138515,7.79555341745893
"411","C3",30,"ribose","Gal",12.5,"Respirator",0.0563792264553612,16.0268189975646
"412","C3",37,"glucose","Gal",12.5,"Respirator",0.000465523971984019,2.9787577190402
"413","C3",37,"galactose","Gal",12.5,"Respirator",0.000450286717950726,-0.0154653174894135
"414","C3",37,"fructose","Gal",12.5,"Respirator",0.00199497810899398,-0.430121354973469
"415","C3",37,"ribose","Gal",12.5,"Respirator",-2.78758091203906e-22,-261631.621276592
"416","C3",42,"glucose","Gal",12.5,"Respirator",0.0765689928145299,-0.0578519571477172
"417","C3",42,"galactose","Gal",12.5,"Respirator",-0.000680947567017057,30.9686338694355
"418","C3",42,"fructose","Gal",12.5,"Respirator",0.00127513458309529,-0.114873207625227
"419","C4",12,"glucose","Glu",42,"Respirator",0.00537001850277148,260138.260913693
"420","C4",12,"galactose","Glu",42,"Respirator",0.00076641753251431,11.9854609490267
"421","C4",12,"fructose","Glu",42,"Respirator",0.000128423937772876,-15469.4147825835
"422","C4",12,"ribose","Glu",42,"Respirator",4.66280251979298e-06,-7648.36064423325
"423","C4",22,"glucose","Glu",42,"Respirator",0.0647601217608765,4.00114957036065
"424","C4",22,"galactose","Glu",42,"Respirator",0.0301690316887227,9.45607866464888
"425","C4",22,"fructose","Glu",42,"Respirator",0.0231768626523529,11.9753753173385
"426","C4",22,"ribose","Glu",42,"Respirator",0.050265561932752,-530412.157028331
"427","C4",30,"glucose","Glu",42,"Respirator",0.135419874173147,1.95937626307071
"428","C4",30,"galactose","Glu",42,"Respirator",0.0475033672723161,17.2549252729389
"429","C4",30,"fructose","Glu",42,"Respirator",0.104382947069878,11.2419768865729
"430","C4",30,"ribose","Glu",42,"Respirator",0.0911285004609569,17.7918365722018
"431","C4",37,"glucose","Glu",42,"Respirator",0.146070149304252,2.70339918745722
"432","C4",37,"galactose","Glu",42,"Respirator",0.0592923599406076,2.47247194423528
"433","C4",37,"fructose","Glu",42,"Respirator",0.111651560378327,6.02407780128325
"434","C4",37,"ribose","Glu",42,"Respirator",0.0538755455950123,10.4863266232926
"435","C4",42,"glucose","Glu",42,"Respirator",0.0960506152032491,-0.110025046398632
"436","C4",42,"galactose","Glu",42,"Respirator",0.0341991541345774,6.89959984536359
"437","C4",42,"fructose","Glu",42,"Respirator",0.167084956929432,6.23999748191497
"438","C5",12,"glucose","Gal",42,"Respirator",0.0397862761451975,26.0591927041556
"439","C5",12,"galactose","Gal",42,"Respirator",0.0213210354564393,24.9941264183485
"440","C5",12,"fructose","Gal",42,"Respirator",0.00233886996662312,25.1954305079388
"441","C5",12,"ribose","Gal",42,"Respirator",4.32877722122682e-05,-15390.6848980923
"442","C5",22,"glucose","Gal",42,"Respirator",0.143446242006432,8.4231915559506
"443","C5",22,"galactose","Gal",42,"Respirator",0.141160382083673,13.6305731760165
"444","C5",22,"fructose","Gal",42,"Respirator",0.042286938210693,19.7113658858545
"445","C5",22,"ribose","Gal",42,"Respirator",0.0161369129021693,16.9204484679762
"446","C5",30,"glucose","Gal",42,"Respirator",0.130708175181754,2.92270152281302
"447","C5",30,"galactose","Gal",42,"Respirator",0.021660077022034,16.1015043892683
"448","C5",30,"fructose","Gal",42,"Respirator",0.0691360714852933,14.4882662088361
"449","C5",30,"ribose","Gal",42,"Respirator",0.0860837337807374,13.9793760168043
"450","C5",37,"glucose","Gal",42,"Respirator",0.186764057945037,3.40150761317967
"451","C5",37,"galactose","Gal",42,"Respirator",0.117870479050969,9.53326814451203
"452","C5",37,"fructose","Gal",42,"Respirator",0.199628097516071,11.6909622386621
"453","C5",37,"ribose","Gal",42,"Respirator",0.0690531446099143,10.1148978649222
"454","C5",42,"glucose","Gal",42,"Respirator",0.106010693798882,7.18478637933105
"455","C5",42,"galactose","Gal",42,"Respirator",0.0426363129912709,7.71223238541647
"456","C5",42,"fructose","Gal",42,"Respirator",0.131008843370931,11.2560739907587
"457","C6",12,"glucose","Glu",37.7,"Respirator",0.035674011711702,30.0625182649095
"458","C6",12,"galactose","Glu",37.7,"Respirator",0.018018639550566,33.8175841242612
"459","C6",12,"fructose","Glu",37.7,"Respirator",0.000845018636816041,-232291918.188011
"460","C6",12,"ribose","Glu",37.7,"Respirator",0.00673168952477173,-316365295.694154
"461","C6",22,"glucose","Glu",37.7,"Respirator",0.103707094042501,9.1860216948271
"462","C6",22,"galactose","Glu",37.7,"Respirator",0.0786554618041085,19.1275794611856
"463","C6",22,"fructose","Glu",37.7,"Respirator",0.0393266113855085,19.4490183135068
"464","C6",22,"ribose","Glu",37.7,"Respirator",0.0456007567604405,3237418.47161166
"465","C6",30,"glucose","Glu",37.7,"Respirator",0.0755079731140816,1.46453689999199
"466","C6",30,"galactose","Glu",37.7,"Respirator",0.0212787934289403,14.2340593871072
"467","C6",30,"fructose","Glu",37.7,"Respirator",0.0533663572277611,11.343323474075
"468","C6",30,"ribose","Glu",37.7,"Respirator",0.0573351278859132,25.877129003535
"469","C6",37,"glucose","Glu",37.7,"Respirator",0.210570101080514,3.51196983855521
"470","C6",37,"galactose","Glu",37.7,"Respirator",0.0619786150482903,8.60077706510251
"471","C6",37,"fructose","Glu",37.7,"Respirator",0.184136425440949,11.2753858507429
"472","C6",37,"ribose","Glu",37.7,"Respirator",0.0612405175020438,11.2167228912267
"473","C6",42,"glucose","Glu",37.7,"Respirator",0.0622241103672869,6.40782435656022
"474","C6",42,"galactose","Glu",37.7,"Respirator",0.0368970629938716,6.45625152651428
"475","C6",42,"fructose","Glu",37.7,"Respirator",0.109442978668108,11.8874734965273
"476","C7",12,"glucose","Gal",37.7,"Respirator",0.0362593644006217,19.836154402071
"477","C7",12,"galactose","Gal",37.7,"Respirator",0.0188527785635563,33.2769963196849
"478","C7",12,"fructose","Gal",37.7,"Respirator",2.95116407122504e-06,-548657773.378033
"479","C7",12,"ribose","Gal",37.7,"Respirator",0.000136908318846266,-316365242.292512
"480","C7",22,"glucose","Gal",37.7,"Respirator",0.102678818641627,8.66322400256194
"481","C7",22,"galactose","Gal",37.7,"Respirator",0.079025705342049,21.0592403992643
"482","C7",22,"fructose","Gal",37.7,"Respirator",0.0619745488121033,18.0764234857209
"483","C7",22,"ribose","Gal",37.7,"Respirator",0.0512198181121836,56496.8511789474
"484","C7",30,"glucose","Gal",37.7,"Respirator",0.0865348573488058,1.87436625338865
"485","C7",30,"galactose","Gal",37.7,"Respirator",0.0202525154159746,12.8826881803642
"486","C7",30,"fructose","Gal",37.7,"Respirator",0.0452757141370038,11.2932193958674
"487","C7",30,"ribose","Gal",37.7,"Respirator",0.0700074928738124,27.8236011181174
"488","C7",37,"glucose","Gal",37.7,"Respirator",0.107069746454442,5.5274376001894
"489","C7",37,"galactose","Gal",37.7,"Respirator",0.0243609959900368,8.78264942098285
"490","C7",37,"fructose","Gal",37.7,"Respirator",0.186480542325667,11.7213707517941
"491","C7",37,"ribose","Gal",37.7,"Respirator",0.0530761533999131,9.21202661039649
"492","C7",42,"glucose","Gal",37.7,"Respirator",0.0482112371489487,5.94927066980378
"493","C7",42,"galactose","Gal",37.7,"Respirator",0.0206013070610345,5.52776055609464
"494","C7",42,"fructose","Gal",37.7,"Respirator",0.0838282930997307,15.6787475338539
"495","C8",12,"glucose","Glu",30,"Respirator",0.0798619939598869,26.6716948794752
"496","C8",12,"galactose","Glu",30,"Respirator",0.0988488225110085,37.9213391006232
"497","C8",12,"fructose","Glu",30,"Respirator",0.0006170503030268,-232369973.119942
"498","C8",12,"ribose","Glu",30,"Respirator",0.000434942997691485,680.458615620322
"499","C8",22,"glucose","Glu",30,"Respirator",0.16895111160861,5.08286325848466
"500","C8",22,"galactose","Glu",30,"Respirator",0.171342306957674,6.45677739890379
"501","C8",22,"fructose","Glu",30,"Respirator",0.137138532343115,8.47896347802075
"502","C8",22,"ribose","Glu",30,"Respirator",0.0715409964553092,-75920.0311081459
"503","C8",30,"glucose","Glu",30,"Respirator",0.10415010412291,3.6249332399121
"504","C8",30,"galactose","Glu",30,"Respirator",0.02552583411814,11.8898696382615
"505","C8",30,"fructose","Glu",30,"Respirator",0.070906131510231,16.4495030378075
"506","C8",30,"ribose","Glu",30,"Respirator",0.0628225760474207,19.5142540261626
"507","C8",37,"glucose","Glu",30,"Respirator",0.183273386869613,3.01874284823401
"508","C8",37,"galactose","Glu",30,"Respirator",0.0621335576114073,10.1504503399711
"509","C8",37,"fructose","Glu",30,"Respirator",0.19873939199705,8.75886813576692
"510","C8",37,"ribose","Glu",30,"Respirator",0.176596135727545,10.7202962544284
"511","C8",42,"glucose","Glu",30,"Respirator",0.119478154485045,7.6462410716018
"512","C8",42,"galactose","Glu",30,"Respirator",0.0173853412255373,14.6023487331495
"513","C8",42,"fructose","Glu",30,"Respirator",0.177992411175259,11.8876306417132
"514","C9",12,"glucose","Gal",30,"Fermenter",0.098692528700319,10.7928283807092
"515","C9",12,"galactose","Gal",30,"Fermenter",0.0950659203995666,10.1320758840434
"516","C9",12,"fructose","Gal",30,"Fermenter",0.0998647864928551,21.2851104541221
"517","C9",12,"ribose","Gal",30,"Fermenter",0.0794457119657498,27.1915718143114
"518","C9",22,"glucose","Gal",30,"Fermenter",0.193981066963793,2.88125150203483
"519","C9",22,"galactose","Gal",30,"Fermenter",0.180031181954786,2.85054545942951
"520","C9",22,"fructose","Gal",30,"Fermenter",0.159293186271472,5.30974798279173
"521","C9",22,"ribose","Gal",30,"Fermenter",0.121546815556623,13.0204500358607
"522","C9",30,"glucose","Gal",30,"Fermenter",0.179373293729769,2.76418403989498
"523","C9",30,"galactose","Gal",30,"Fermenter",0.177867862984572,3.31216883398045
"524","C9",30,"fructose","Gal",30,"Fermenter",0.178215915168314,5.08978798864932
"525","C9",30,"ribose","Gal",30,"Fermenter",0.193912938545281,6.30699933194929
"526","C9",37,"glucose","Gal",30,"Fermenter",0.138331502262019,21.268209726908
"527","C9",37,"galactose","Gal",30,"Fermenter",0.157096770021033,10.2329513896058
"528","C9",37,"fructose","Gal",30,"Fermenter",0.173062380520602,7.06671092003911
"529","C9",37,"ribose","Gal",30,"Fermenter",0.235162543498096,9.50219581004774
"530","C9",42,"glucose","Gal",30,"Fermenter",0.164997680558701,2.87458922223224
"531","C9",42,"galactose","Gal",30,"Fermenter",0.0868557771385351,14.8157782586212
"532","C9",42,"fructose","Gal",30,"Fermenter",0.00439796048241535,4.83082285985144
"533","D2",12,"glucose","Rib",12.5,"Fermenter",0.0951204871198078,12.7440637859637
"534","D2",12,"galactose","Rib",12.5,"Fermenter",0.0827493578698511,31.3934122524285
"535","D2",12,"fructose","Rib",12.5,"Fermenter",0.120109455366566,30.2925801021268
"536","D2",12,"ribose","Rib",12.5,"Fermenter",0.14482371714455,18.504001128925
"537","D2",22,"glucose","Rib",12.5,"Fermenter",0.124832326432692,5.1194998205131
"538","D2",22,"galactose","Rib",12.5,"Fermenter",0.0973444667345758,10.9532170717232
"539","D2",22,"fructose","Rib",12.5,"Fermenter",0.110985113762653,9.02648493777521
"540","D2",22,"ribose","Rib",12.5,"Fermenter",0.0640183836036195,6.81806870521026
"541","D2",30,"glucose","Rib",12.5,"Fermenter",0.161404230471233,0.0919092235553205
"542","D2",30,"galactose","Rib",12.5,"Fermenter",0.0863227855812678,6.62707909741623
"543","D2",30,"fructose","Rib",12.5,"Fermenter",0.112711992146843,7.91843927784572
"544","D2",30,"ribose","Rib",12.5,"Fermenter",0.100943539551879,8.0814118294236
"545","D2",37,"glucose","Rib",12.5,"Fermenter",0.0062749818143795,-0.374339913599668
"546","D2",37,"galactose","Rib",12.5,"Fermenter",0.0368465814241704,6.47616614033245
"547","D2",37,"fructose","Rib",12.5,"Fermenter",0.0731999664841252,8.99179545844442
"548","D2",37,"ribose","Rib",12.5,"Fermenter",0.159222539569919,13.5814005410968
"549","D2",42,"glucose","Rib",12.5,"Fermenter",0.00149197533318319,27.9170717639841
"550","D2",42,"galactose","Rib",12.5,"Fermenter",0.00178389655209787,-5.19756806990276
"551","D2",42,"fructose","Rib",12.5,"Fermenter",0.00204776966860877,2.85066438438927
"552","D3",12,"glucose","Gal",12.5,"Respirator",0.0995243238088761,11.5356116440573
"553","D3",12,"galactose","Gal",12.5,"Respirator",0.00878088485469702,4.35846256769063
"554","D3",12,"fructose","Gal",12.5,"Respirator",0.0177425273420177,15.3657677262572
"555","D3",12,"ribose","Gal",12.5,"Respirator",0.0189947312895874,19.994174882521
"556","D3",22,"glucose","Gal",12.5,"Respirator",0.1042339909118,6.26193765413366
"557","D3",22,"galactose","Gal",12.5,"Respirator",0.0426148499260474,28.1747081440309
"558","D3",22,"fructose","Gal",12.5,"Respirator",0.0853775227843395,16.6571334686399
"559","D3",22,"ribose","Gal",12.5,"Respirator",0.06078908961081,28.551983084318
"560","D3",30,"glucose","Gal",12.5,"Respirator",0.165853774880373,0.13543709195173
"561","D3",30,"galactose","Gal",12.5,"Respirator",0.0251323336384798,11.8354604946251
"562","D3",30,"fructose","Gal",12.5,"Respirator",0.168177035803833,10.4125802582589
"563","D3",30,"ribose","Gal",12.5,"Respirator",0.105776019942136,18.5078056546385
"564","D3",37,"glucose","Gal",12.5,"Respirator",0.217250200344695,6.03303167246259
"565","D3",37,"galactose","Gal",12.5,"Respirator",0.0536079687197539,10.3636677695489
"566","D3",37,"fructose","Gal",12.5,"Respirator",0.0572677183252317,4.98091028496568
"567","D3",37,"ribose","Gal",12.5,"Respirator",0.0938376068535308,14.8731705150343
"568","D3",42,"glucose","Gal",12.5,"Respirator",-6.57600244198264e-08,-32.9033539161342
"569","D3",42,"galactose","Gal",12.5,"Respirator",0.00023403807248975,17.5165020928084
"570","D3",42,"fructose","Gal",12.5,"Respirator",0.00160538475982921,15.324194970717
"571","D4",12,"glucose","Glu",42,"Respirator",0.112142412404194,38.7240881710139
"572","D4",12,"galactose","Glu",42,"Respirator",0.00310306121872636,5.45379714213466
"573","D4",12,"fructose","Glu",42,"Respirator",0.00182754188851455,19.7571505808746
"574","D4",12,"ribose","Glu",42,"Respirator",0.00317763041647214,-7646.19498672821
"575","D4",22,"glucose","Glu",42,"Respirator",0.0783015735386745,10.1870623955835
"576","D4",22,"galactose","Glu",42,"Respirator",0.0196055371414288,14.6133212698132
"577","D4",22,"fructose","Glu",42,"Respirator",0.0327144936324919,18.7416072935987
"578","D4",22,"ribose","Glu",42,"Respirator",0.0130909330369301,375654.690757558
"579","D4",30,"glucose","Glu",42,"Respirator",0.100082120527091,3.25231437303047
"580","D4",30,"galactose","Glu",42,"Respirator",0.0381195360514269,8.8016177858675
"581","D4",30,"fructose","Glu",42,"Respirator",0.0607977507255495,17.1817853953906
"582","D4",30,"ribose","Glu",42,"Respirator",0.0598995123108124,22.6750796007438
"583","D4",37,"glucose","Glu",42,"Respirator",0.0981109306787824,1.40320803436656
"584","D4",37,"galactose","Glu",42,"Respirator",0.0955401638930439,10.3700764076713
"585","D4",37,"fructose","Glu",42,"Respirator",0.120779377106431,12.2716193689395
"586","D4",37,"ribose","Glu",42,"Respirator",0.0899636728864519,9.30214744879665
"587","D4",42,"glucose","Glu",42,"Respirator",0.126365661097068,-0.0379529767564816
"588","D4",42,"galactose","Glu",42,"Respirator",0.0524252838226661,7.35885424821261
"589","D4",42,"fructose","Glu",42,"Respirator",0.0378075265999943,11.77944415862
"590","D5",12,"glucose","Gal",42,"Respirator",0.0272826200124927,19.6348182334956
"591","D5",12,"galactose","Gal",42,"Respirator",0.00977603164895134,31.339860614052
"592","D5",12,"fructose","Gal",42,"Respirator",0.000709171997046113,12.7367964112245
"593","D5",12,"ribose","Gal",42,"Respirator",0.000968542529927158,-78052.2043685364
"594","D5",22,"glucose","Gal",42,"Respirator",0.0974338887831014,8.51198244464681
"595","D5",22,"galactose","Gal",42,"Respirator",0.0348284972271023,16.954904831868
"596","D5",22,"fructose","Gal",42,"Respirator",0.0353271425265733,18.8746182997007
"597","D5",22,"ribose","Gal",42,"Respirator",0.0161977476360466,17.0826284485626
"598","D5",30,"glucose","Gal",42,"Respirator",0.0884419395886146,4.09860086713902
"599","D5",30,"galactose","Gal",42,"Respirator",0.0404462786376377,11.6299694904072
"600","D5",30,"fructose","Gal",42,"Respirator",0.0709710791232667,14.6630651545717
"601","D5",30,"ribose","Gal",42,"Respirator",0.064187031475619,29.517158722707
"602","D5",37,"glucose","Gal",42,"Respirator",0.164352061131354,2.98552259759141
"603","D5",37,"galactose","Gal",42,"Respirator",0.146766518269548,9.81686576101404
"604","D5",37,"fructose","Gal",42,"Respirator",0.250503939035392,6.70357403412607
"605","D5",37,"ribose","Gal",42,"Respirator",0.0754581892612894,10.8916597578702
"606","D5",42,"glucose","Gal",42,"Respirator",0.0760527116531201,6.80549091744177
"607","D5",42,"galactose","Gal",42,"Respirator",0.0641849861520443,7.67599077132912
"608","D5",42,"fructose","Gal",42,"Respirator",0.0742410301123447,6.30630292386833
"609","D7",12,"glucose","Gal",37.7,"Respirator",0.0225406529063492,31.3919158932666
"610","D7",12,"galactose","Gal",37.7,"Respirator",0.00522836982093164,27.5452587821368
"611","D7",12,"fructose","Gal",37.7,"Respirator",0.00235794462857067,8.69402330917077
"612","D7",12,"ribose","Gal",37.7,"Respirator",7.48579402056419e-05,-218503.266655373
"613","D7",22,"glucose","Gal",37.7,"Respirator",0.19714969724802,3.85606686957968
"614","D7",22,"galactose","Gal",37.7,"Respirator",0.201029974188669,5.00239160435961
"615","D7",22,"fructose","Gal",37.7,"Respirator",0.150844707781757,4.44632917099589
"616","D7",22,"ribose","Gal",37.7,"Respirator",0.0841447187821275,11.6175562462841
"617","D7",30,"glucose","Gal",37.7,"Respirator",0.132642092439343,1.08468608816683
"618","D7",30,"galactose","Gal",37.7,"Respirator",0.0201172822155872,7.24602107110538
"619","D7",30,"fructose","Gal",37.7,"Respirator",0.0565530778819858,5.81317697939831
"620","D7",30,"ribose","Gal",37.7,"Respirator",0.0360739472132376,14.7938808781152
"621","D7",37,"glucose","Gal",37.7,"Respirator",0.220763667901699,3.07717556714112
"622","D7",37,"galactose","Gal",37.7,"Respirator",0.0824294353056588,4.08922677071204
"623","D7",37,"fructose","Gal",37.7,"Respirator",0.109128608277272,5.65857965639646
"624","D7",37,"ribose","Gal",37.7,"Respirator",0.0923540411096978,11.3674394337826
"625","D7",42,"glucose","Gal",37.7,"Respirator",0.108329373906108,2.80032058511744
"626","D7",42,"galactose","Gal",37.7,"Respirator",0.0833948779408005,8.60006665042019
"627","D7",42,"fructose","Gal",37.7,"Respirator",0.0482204283705986,4.2425208514044
"628","D8",12,"glucose","Glu",30,"Respirator",0.0351385507854859,33.2835738164122
"629","D8",12,"galactose","Glu",30,"Respirator",0.0158350903019783,25.4446608834807
"630","D8",12,"fructose","Glu",30,"Respirator",0.00148659843371643,17.9444595044059
"631","D8",12,"ribose","Glu",30,"Respirator",0.000262102750063374,5.05775843482216
"632","D8",22,"glucose","Glu",30,"Respirator",0.0799903288344301,8.73517893040671
"633","D8",22,"galactose","Glu",30,"Respirator",0.110235739646045,13.7284533127654
"634","D8",22,"fructose","Glu",30,"Respirator",0.0598663214912441,21.2308035505466
"635","D8",22,"ribose","Glu",30,"Respirator",0.0431674850573444,25.6142042248438
"636","D8",30,"glucose","Glu",30,"Respirator",0.125502333849529,3.98527028987498
"637","D8",30,"galactose","Glu",30,"Respirator",0.0500520059483946,15.245052270737
"638","D8",30,"fructose","Glu",30,"Respirator",0.084599140651174,7.16650802666526
"639","D8",30,"ribose","Glu",30,"Respirator",0.0978380708250864,7.93328689254679
"640","D8",37,"glucose","Glu",30,"Respirator",0.112622095000128,4.43447800567015
"641","D8",37,"galactose","Glu",30,"Respirator",0.089325785668363,11.7003400015752
"642","D8",37,"fructose","Glu",30,"Respirator",0.216198115930086,11.682989624549
"643","D8",37,"ribose","Glu",30,"Respirator",0.0802366196686088,11.3808413299527
"644","D8",42,"glucose","Glu",30,"Respirator",0.0609362507676756,8.48399845728718
"645","D8",42,"galactose","Glu",30,"Respirator",0.0302967331709254,13.9030530070926
