"","well","SangerID","carbon.x","temperature","color","tmp","Acetate","Lactate","CorrectedOD","CellNperML","Cacid","Tmatches","glucose","glucose_consumption","Cglucose_consumption","Cglucose_consumption_percell","Cacid_percell","acid_glu_ratio","acid_glu_ratio_per_cell","carbon_source","Fermenter","mean_r","mean_lag","ID","rmax","topt","a","rssq","carbon.y","temp_origin","fermenter","subopt","high_temp"
"27","E6","924","Fru",37,"blue",12,1.87260557,0,0.04838125,1308688622,3.74521114,"No",0.156157506,0.551330030973684,54.5495152228998,4.16825777391834e-11,2.86180461649952e-12,0.0686570930043346,0.0686570930043346,"glucose","Fermenter",0.0917918840317974,6.23707173175042,"E6_glucose_37_Fermenter",0.469381483222124,33.8283877772163,9.65220241753711,0.0183973136176361,"glucose",37,"Fermenter",FALSE,FALSE
"28","E7","928","Rib",37,"blue",12,1.960751895,0,0.04148125,1122047072,3.92150379,"No",0.16227896,0.545208576973684,53.9438483275748,4.80762792165415e-11,3.49495479098759e-12,0.0726960332193323,0.0726960332193323,"glucose","Fermenter",0.0992274819845717,6.85985181687303,"E7_glucose_37_Fermenter",0.398627434279843,33.4842560496489,10.9935534097186,0.0303036671380292,"glucose",37,"Fermenter",FALSE,FALSE
"29","E8","940","Fru",30,"blue",12,0.921143769,0,0.02428125,656795671.9,1.842287539,"No",0.142587776,0.564899760973684,55.8921270010001,8.50981962766495e-11,2.80496297070681e-12,0.0329614855946891,0.0329614855946891,"glucose","Fermenter",0.103030975488766,25.4530970427663,"E8_glucose_30_Fermenter",0.417277818003061,31.3456302682761,10.2983825498394,0.0116490298230108,"glucose",30,"Fermenter",FALSE,FALSE
"30","E9","943","Rib",30,"blue",12,1.211508134,0,0.03148125,851552071.9,2.423016267,"No",0.152233871,0.555253665973684,54.9377262310751,6.45148171720103e-11,2.84541174516048e-12,0.0441047788692325,0.0441047788692325,"glucose","Fermenter",0.119926865841379,9.09042271431294,"E9_glucose_30_Fermenter",0.477381823307382,30.9362351244311,9.77211782980212,0.174323002874565,"glucose",30,"Fermenter",FALSE,FALSE
"31","E10","949","Fru",22,"blue",12,0.848552678,0,0.10008125,2707147772,1.697105357,"No",0.169043303,0.538444233973684,53.2745729195225,1.9679226036547e-11,6.26897938322075e-13,0.0318558228437359,0.0318558228437359,"glucose","Fermenter",0.110349122952593,10.5424615550703,"E10_glucose_22_Fermenter",0.342348929500082,42,30.6191368520211,0.0299906854295614,"glucose",22,"Fermenter",FALSE,FALSE
"32","E11","951","Rib",22,"blue",12,1.252988757,0.196983693,0.08928125,2415013172,3.096928593,"No",0.169329426,0.538158110973684,53.246263431435,2.20480219523353e-11,1.28236509386625e-12,0.0581623647072982,0.0581623647072983,"glucose","Fermenter",0.117717951239724,12.264230714946,"E11_glucose_22_Fermenter",0.322230782845402,24.6532827013208,13.8715646590296,0.0326047039345024,"glucose",22,"Fermenter",FALSE,FALSE
"33","F2","893","Fru",12,"blue",12,4.244778724,0,0.07628125,2063369672,8.489557449,"Yes",0.140850516,0.566637020973684,56.0640144105228,2.71710955003912e-11,4.11441418578726e-12,0.151426142745258,0.151426142745258,"glucose","Fermenter",0.107424939876653,9.92273507891222,"F2_glucose_12_Fermenter",0.424879694718602,29.934605245618,7.11657444152811,0.0259867476783254,"glucose",12,"Fermenter",FALSE,FALSE
"34","F3","897","Rib",12,"blue",12,3.207763138,0,0.11748125,3177809072,6.415526276,"Yes",0.123255172,0.584232364973684,57.8049271695921,1.81901825628598e-11,2.01885202371906e-12,0.110985803289358,0.110985803289358,"glucose","Fermenter",0.112269102487185,8.70158584973114,"F3_glucose_12_Fermenter",0.517562573343819,26.7029535247946,3.9993472537991,0.0143338349632789,"glucose",12,"Fermenter",FALSE,FALSE
"35","F4","809","Fru",42,"blue",12,2.043713142,0,0.03398125,919175821.9,4.087426284,"No",0.160772414,0.546715122973684,54.0929085081274,5.88493596321035e-11,4.44683833779593e-12,0.0755630709594007,0.0755630709594007,"glucose","Fermenter",0.0919965112632132,11.1506407828272,"F4_glucose_40_Fermenter",0.51982222263125,34.3526923546595,9.26109664108894,0.00576775544873706,"glucose",40,"Fermenter",FALSE,FALSE
"36","F5","913","Rib",42,"blue",12,1.356690316,0,0.05618125,1519674722,2.713380632,"No",0.131368596,0.576118940973684,57.0021714314071,3.75094555474267e-11,1.78550093169214e-12,0.047601355595113,0.047601355595113,"glucose","Fermenter",0.0889378408897197,9.11054428961627,"F5_glucose_40_Fermenter",0.559043728545321,32.3670996206672,7.425328951783,0.0179900280569528,"glucose",40,"Fermenter",FALSE,FALSE
"37","F6","925","Fru",37,"blue",12,1.037808023,0,0.04618125,1249179722,2.075616046,"No",0.156910345,0.550577191973684,54.4750280733093,4.36086394246714e-11,1.66158320491853e-12,0.03810215651852,0.03810215651852,"glucose","Fermenter",0.0922409991549709,7.57093413249742,"F6_glucose_37_Fermenter",0.44918578096164,31.8774295488331,6.96771412497306,0.0303204002495637,"glucose",37,"Fermenter",FALSE,FALSE
"38","F7","929","Rib",37,"blue",12,0.138197002,0,0.04178125,1130161922,0.276394003,"No",0.149413685,0.558073851973684,55.2167601499544,4.88573885521108e-11,2.44561418695542e-13,0.00500561790024235,0.00500561790024235,"glucose","Fermenter",0.0954524131563516,6.36323354796479,"F7_glucose_37_Fermenter",0.560031445669085,34.2335950216428,8.48659768594117,0.00709001619910581,"glucose",37,"Fermenter",FALSE,FALSE
"39","F8","941","Fru",30,"blue",12,0,0,0.02178125,589171921.9,0,"No",0.129377179,0.578110357973684,57.1992055595223,9.70840656748587e-11,0,0,0,"glucose","Fermenter",0.0731333972107605,12.0643124590195,"F8_glucose_30_Fermenter",0.426799372394776,33.59243571834,11.6017949070346,0.00843232234611726,"glucose",30,"Fermenter",FALSE,FALSE
"40","F9","944","Rib",30,"blue",12,0.350785197,0,0.10088125,2728787372,0.701570394,"No",0.165222278,0.542265258973684,53.6526315227088,1.96617120385548e-11,2.57099692412385e-13,0.013076159996049,0.013076159996049,"glucose","Fermenter",0.0842185891533321,8.40028643306277,"F9_glucose_30_Fermenter",0.450367481595909,31.4425383921454,7.64657173933072,0.0441684907825391,"glucose",30,"Fermenter",FALSE,FALSE
"41","F10","950","Fru",22,"blue",12,1.64705468,0,0.12598125,3407729822,3.29410936,"No",0.142955986,0.564531550973684,55.8556956878631,1.63908814974895e-11,9.6665801928707e-13,0.0589753528164502,0.0589753528164502,"glucose","Fermenter",0.117308678771412,11.9809370604924,"F10_glucose_22_Fermenter",0.323844527388984,22.3274198056247,14.1608899509065,0.0207205099835442,"glucose",22,"Fermenter",FALSE,FALSE
"42","F11","952","Rib",22,"blue",12,1.265951452,0,0.04098125,1108522322,2.531902904,"No",0.16297931,0.544508226973684,53.8745545274187,4.86003334873925e-11,2.28403420819883e-12,0.0469962661633039,0.0469962661633039,"glucose","Fermenter",0.0892210422175505,8.31832627637913,"F11_glucose_22_Fermenter",0.471511947963146,31.355774827401,7.33517045929444,0.0535016397125369,"glucose",22,"Fermenter",FALSE,FALSE
"43","G9","942","Fru",30,"blue",12,0.918551231,0,0.05488125,1484510372,1.837102461,"No",0.145653041,0.561834495973684,55.5888445560289,3.74459118673163e-11,1.23751406231333e-12,0.0330480418449488,0.0330480418449488,"glucose","Fermenter",0.0922471880179894,19.3209556413925,"G9_glucose_30_Fermenter",0.418594608216378,31.2200687397064,8.99086068654307,0.0324367781087834,"glucose",30,"Fermenter",FALSE,FALSE
"44","G11","953","Rib",22,"blue",12,4.895506005,0,0.05168125,1397951972,9.79101201,"No",0.163178373,0.544309163973684,53.8548589013168,3.85241124015645e-11,7.00382574373592e-12,0.181803688835969,0.181803688835969,"glucose","Fermenter",0.119251859136289,10.7030113093484,"G11_glucose_22_Fermenter",0.308117078861006,16.100257852599,19.8563694526689,0.0129175427885201,"glucose",22,"Fermenter",FALSE,FALSE
"45","A2","894","Glu",12,"blue",22,3.39680347,0,0.063575,1719671963,6.79360694,"No",0.097262639,0.610224897973684,60.3766718504707,3.51094122306573e-11,3.95052491764094e-12,0.112520394579302,0.112520394579302,"glucose","Fermenter",0.20324389700301,5.4399485296899,"A2_glucose_12_Fermenter",0.645049650720963,26.3754179251936,3.07153869101788,0.0149456064668825,"glucose",12,"Fermenter",FALSE,FALSE
"46","A3","898","Gal",12,"blue",22,2.881294345,0,0.039175,1059664163,5.76258869,"No",0.098249075,0.609238461973684,60.279072223069,5.688507201415e-11,5.43812737205873e-12,0.0955984967498329,0.0955984967498329,"glucose","Fermenter",0.182573255171195,2.1906355794638,"A3_glucose_12_Fermenter",0.317236592492694,25.1802034991297,9.49988757237662,0.0072959813705587,"glucose",12,"Fermenter",FALSE,FALSE
"47","A4","900","Glu",42,"blue",22,0.654469041,0,0.055675,1505980913,1.308938081,"No",0.09134402,0.616143516973684,60.9622699117061,4.04801079385965e-11,8.69159807870686e-13,0.0214712818747691,0.0214712818747691,"glucose","Fermenter",0.183727831349305,5.12503320405417,"A4_glucose_40_Fermenter",0.354914271632177,38.8876364350134,14.2408059965644,0.00123689375846948,"glucose",40,"Fermenter",FALSE,FALSE
"48","A5","904","Gal",42,"blue",22,2.50818762,0.021780344,0.049775,1346388863,5.081716271,"No",0.090357583,0.617129953973684,61.0598696380495,4.53508427736078e-11,3.77433029242162e-12,0.0832251411790327,0.0832251411790326,"glucose","Fermenter",0.195876170252486,4.29320158659254,"A5_glucose_40_Fermenter",0.560612416406961,42,15.4774759690439,0.0113133386261399,"glucose",40,"Fermenter",FALSE,FALSE
"49","A6","916","Glu",37,"blue",22,2.237685244,0.260634348,0.060475,1635818513,5.257273532,"No",0.109593095,0.597894441973684,59.156675914299,3.61633490782599e-11,3.21384890207561e-12,0.0888703337492504,0.0888703337492504,"glucose","Fermenter",0.236675383322451,5.53372955765791,"A6_glucose_37_Fermenter",0.615733400534081,42,15.7589130722415,0.0792179830758047,"glucose",37,"Fermenter",FALSE,FALSE
"50","A7","920","Gal",37,"blue",22,2.378843955,0.263259117,0.061475,1662868013,5.547465262,"No",0.11649815,0.590989386973684,58.4734782256619,3.51642329809263e-11,3.33608273093891e-12,0.0948714772976412,0.0948714772976412,"glucose","Fermenter",0.235687880442862,3.91694438331981,"A7_glucose_37_Fermenter",0.556871802452878,42,16.149047138765,0.0568326428492814,"glucose",37,"Fermenter",FALSE,FALSE
"51","A8","932","Glu",30,"blue",22,2.940991421,0.214700886,0.067475,1825165013,6.526085498,"No",0.098249075,0.609238461973684,60.279072223069,3.30266424097123e-11,3.57561395902125e-12,0.108264531243108,0.108264531243108,"glucose","Fermenter",0.185358955161461,4.79171841170859,"A8_glucose_30_Fermenter",0.332428121736282,30.9392931730922,7.5702601502773,0.0348890731526114,"glucose",30,"Fermenter",FALSE,FALSE
"52","A9","936","Gal",30,"blue",22,5.723745746,0.307224002,0.064275,1738606613,12.3691635,"No",0.114525277,0.592962259973684,58.668677579407,3.37446534142494e-11,7.11441185574278e-12,0.210830787574146,0.210830787574146,"glucose","Fermenter",0.222399600958427,3.96633462506901,"A9_glucose_30_Fermenter",0.393762209218432,29.2550517741263,8.47241587942261,0.0264432686617904,"glucose",30,"Fermenter",FALSE,FALSE
"53","A10","945","Glu",22,"blue",22,3.117595271,0,0.040675,1100238413,6.235190542,"Yes",0.117977805,0.589509731973684,58.3270786856176,5.30131269699794e-11,5.6671267502819e-12,0.106900442856184,0.106900442856184,"glucose","Fermenter",0.223345256647235,3.95887351126552,"A10_glucose_22_Fermenter",0.38562563854326,22.0548881616896,13.0736025205923,0.01897125123182,"glucose",22,"Fermenter",FALSE,FALSE
"54","A11","947","Gal",22,"blue",22,4.684643516,0,0.028675,775644412.5,9.369287033,"Yes",0.110086313,0.597401223973684,59.1078761005982,7.6204862883091e-11,1.20793586365195e-11,0.158511651087818,0.158511651087818,"glucose","Fermenter",0.195592713676444,5.01473210958109,"A11_glucose_22_Fermenter",0.349742058586689,24.4855272003578,12.0539338289101,0.0307636713115071,"glucose",22,"Fermenter",FALSE,FALSE
"55","B2","895","Glu",12,"blue",22,3.922883952,0,0.042275,1143517613,7.845767905,"No",0.099235512,0.608252024973684,60.1814724967256,5.26283738987111e-11,6.86108181964662e-12,0.130368493483221,0.130368493483221,"glucose","Fermenter",0.126043360941885,2.14129532067444,"B2_glucose_12_Fermenter",0.271494856788626,24.4480911211716,10.3877792953868,0.0123943614130484,"glucose",12,"Fermenter",FALSE,FALSE
"56","B3","899","Gal",12,"blue",22,3.432870454,0,0.064075,1733196713,6.865740907,"No",0.102688039,0.604799497973684,59.8398737018778,3.45257253565296e-11,3.96131659811197e-12,0.114735217209934,0.114735217209934,"glucose","Fermenter",0.197967803124078,1.49860522035081,"B3_glucose_12_Fermenter",0.313109631183428,26.1685791618985,8.6390317312754,0.00924615769241054,"glucose",12,"Fermenter",FALSE,FALSE
"57","B4","901","Glu",42,"blue",22,2.17550079,0.070338575,0.051075,1381553213,4.562017306,"No",0.107127004,0.600360532973684,59.400675081745,4.29955752140436e-11,3.30209308123118e-12,0.0768007653064872,0.0768007653064872,"glucose","Fermenter",0.202954469529541,2.64770850954668,"B4_glucose_40_Fermenter",0.543351055469832,42,16.2919685570738,0.0227963387497514,"glucose",40,"Fermenter",FALSE,FALSE
"58","B5","905","Gal",42,"blue",22,2.335936682,0.07165096,0.055975,1514095763,4.886826244,"No",0.100221948,0.607265588973684,60.0838728693238,3.96830070710157e-11,3.2275542693002e-12,0.0813334096260462,0.0813334096260462,"glucose","Fermenter",0.201880109742084,0.898752288703188,"B5_glucose_40_Fermenter",0.524726675580153,35.5281580861578,11.0488618733327,0.00414607837452519,"glucose",40,"Fermenter",FALSE,FALSE
"59","B6","917","Glu",37,"blue",22,2.567262851,0.276382963,0.058675,1587129413,5.963674593,"No",0.105154131,0.602333405973684,59.5958744354902,3.7549473878656e-11,3.75752257134939e-12,0.100068581080313,0.100068581080313,"glucose","Fermenter",0.1830034098469,4.23879452722425,"B6_glucose_37_Fermenter",0.470270751902584,33.6830696245961,9.97122509935006,0.0127206325600839,"glucose",37,"Fermenter",FALSE,FALSE
"60","B7","921","Gal",37,"blue",22,2.937882198,0.096586268,0.064375,1741311563,6.165523201,"No",0.10811344,0.599374096973684,59.3030754543433,3.40565563994611e-11,3.54073523199823e-12,0.103966331488942,0.103966331488942,"glucose","Fermenter",0.192987619242327,1.33351041672603,"B7_glucose_37_Fermenter",0.428754036634501,32.7748846427206,9.97138943008838,0.0247633086906964,"glucose",37,"Fermenter",FALSE,FALSE
"61","B8","933","Glu",30,"blue",22,1.630764971,0,0.046075,1246305713,3.261529943,"No",0.094796547,0.612690989973684,60.6206711168584,4.86402898458497e-11,2.61695819009698e-12,0.0538022737609215,0.0538022737609215,"glucose","Fermenter",0.1438902414008,5.90052516368544,"B8_glucose_30_Fermenter",0.272424845646873,33.3880443377732,16.9493558215255,0.0170857141474662,"glucose",30,"Fermenter",FALSE,FALSE
"62","B9","937","Gal",30,"blue",22,3.781725241,0.195015116,0.054975,1487046263,8.148495831,"No",0.106140567,0.601346969973684,59.4982748080884,4.0011044907275e-11,5.47965186675567e-12,0.136953480706507,0.136953480706507,"glucose","Fermenter",0.19641468521625,3.76459552086752,"B9_glucose_30_Fermenter",0.45202333459623,33.1177805033243,9.74477149196107,0.0164667594075266,"glucose",30,"Fermenter",FALSE,FALSE
"63","B10","946","Glu",22,"blue",22,2.716505541,0.061151883,0.054675,1478931413,5.616466732,"Yes",0.10811344,0.599374096973684,59.3030754543433,4.00985974961797e-11,3.79765192802758e-12,0.0947078492804989,0.0947078492804989,"glucose","Fermenter",0.173252291615727,3.293577894324,"B10_glucose_22_Fermenter",0.483185080929787,32.3090954111936,6.51040260654919,0.0623385935669381,"glucose",22,"Fermenter",FALSE,FALSE
"64","B11","948","Gal",22,"blue",22,2.63006915,0.102491999,0.056675,1533030413,5.567614297,"Yes",0.115511714,0.591975822973684,58.5710778530636,3.82060769025746e-11,3.6317702830857e-12,0.0950573986527513,0.0950573986527513,"glucose","Fermenter",0.199457745523124,4.441248212419,"B11_glucose_22_Fermenter",0.450393525190615,30.6208867766495,8.3058247173278,0.0595006504189654,"glucose",22,"Fermenter",FALSE,FALSE
"65","C9","938","Gal",30,"blue",22,4.410701218,0,0.029475,797284012.5,8.821402436,"No",0.11649815,0.590989386973684,58.4734782256619,7.33408387837978e-11,1.10643162257063e-11,0.150861599201544,0.150861599201544,"glucose","Fermenter",0.193981066963793,2.88125150203483,"C9_glucose_30_Fermenter",0.26808482544781,28.1877438764618,17.3600996966949,0.00672595365507144,"glucose",30,"Fermenter",FALSE,FALSE
"66","D2","897","Rib",12,"blue",22,2.80073452,0.292905924,0.050875,1376143313,6.480186811,"No",0.109099877,0.598387659973684,59.2054757279999,4.30227543662816e-11,4.70894764359473e-12,0.10945249119813,0.10945249119813,"glucose","Fermenter",0.124832326432692,5.1194998205131,"D2_glucose_12_Fermenter",0.523438127277957,26.9449298660242,3.4369784738932,0.0259380697759988,"glucose",12,"Fermenter",FALSE,FALSE
"68","E2","892","Fru",12,"blue",22,3.915421818,0,0.039075,1056959213,7.830843636,"No",0.089864365,0.617623171973684,61.1086694517504,5.78155416974925e-11,7.40884183579182e-12,0.12814619768776,0.12814619768776,"glucose","Fermenter",0.156182177126553,8.70657714920315,"E2_glucose_12_Fermenter",0.260654863865376,19.869083290391,10.9148057610908,0.0182971123040762,"glucose",12,"Fermenter",TRUE,FALSE
"69","E3","896","Rib",12,"blue",22,2.973949182,0,0.031575,854087962.5,5.947898363,"No",0.082959309,0.624528227973684,61.7918672393292,7.23483645155919e-11,6.9640348818287e-12,0.0962569773132587,0.0962569773132587,"glucose","Fermenter",0.14648823534088,6.51049021977793,"E3_glucose_12_Fermenter",0.215840790785439,17.2901368032894,18.7454803355969,0.0303260770165671,"glucose",12,"Fermenter",TRUE,FALSE
"70","E4","908","Fru",42,"blue",22,2.95591569,0,0.045575,1232780963,5.91183138,"No",0.09134402,0.616143516973684,60.9622699117061,4.94510150151516e-11,4.7955245558087e-12,0.096975250241868,0.096975250241868,"glucose","Fermenter",0.211340317958908,0.232243743567211,"E4_glucose_40_Fermenter",0.514201111780572,33.4764996162495,9.17547889803427,0.0105867741269254,"glucose",40,"Fermenter",FALSE,FALSE
"71","E5","912","Rib",42,"blue",22,5.905946196,0,0.045075,1219256213,11.81189239,"No",0.098742293,0.608745243973684,60.2302724093681,4.93991925299856e-11,9.68778527766256e-12,0.196112219279334,0.196112219279334,"glucose","Fermenter",0.191929926422884,0.192851778107406,"E5_glucose_40_Fermenter",0.501569892891239,32.1684361972763,8.21891087252112,0.0118781723591451,"glucose",40,"Fermenter",FALSE,FALSE
"72","E6","924","Fru",37,"blue",22,6.601168394,0.166798846,0.049575,1340978963,13.70273333,"No",0.113045623,0.594441913973684,58.8150770205096,4.38598058905639e-11,1.0218455104877e-11,0.232979943649851,0.232979943649851,"glucose","Fermenter",0.198830943321473,1.8861898558032,"E6_glucose_37_Fermenter",0.469381483222124,33.8283877772163,9.65220241753711,0.0183973136176361,"glucose",37,"Fermenter",FALSE,FALSE
"73","E7","928","Rib",37,"blue",22,3.731355834,0,0.044575,1205731463,7.462711667,"No",0.108606658,0.598880878973684,59.2542756406424,4.91438412772367e-11,6.18936462720472e-12,0.125943851077665,0.125943851077665,"glucose","Fermenter",0.204523671982707,2.65209067393604,"E7_glucose_37_Fermenter",0.398627434279843,33.4842560496489,10.9935534097186,0.0303036671380292,"glucose",37,"Fermenter",FALSE,FALSE
"74","E8","940","Fru",30,"blue",22,5.515427824,0.196327501,0.055175,1492456163,11.61983815,"No",0.102194821,0.605292715973684,59.8886735155787,4.01275930243713e-11,7.78571487596852e-12,0.194023969273211,0.194023969273211,"glucose","Fermenter",0.227876609392969,8.37705660739862,"E8_glucose_30_Fermenter",0.417277818003061,31.3456302682761,10.2983825498394,0.0116490298230108,"glucose",30,"Fermenter",FALSE,FALSE
"75","E9","943","Rib",30,"blue",22,3.937186377,0,0.045475,1230076013,7.874372754,"No",0.100715166,0.606772370973684,60.035073055623,4.88059863139718e-11,6.40153345872943e-12,0.131162874520105,0.131162874520105,"glucose","Fermenter",0.169980997063133,6.06491581561856,"E9_glucose_30_Fermenter",0.477381823307382,30.9362351244311,9.77211782980212,0.174323002874565,"glucose",30,"Fermenter",FALSE,FALSE
"76","E10","949","Fru",22,"blue",22,6.196347597,0.28097631,0.063875,1727786813,13.23562412,"Yes",0.095289766,0.612197770973684,60.5718712042158,3.50574913226959e-11,7.66044978490063e-12,0.218511065563363,0.218511065563363,"glucose","Fermenter",0.190714666951947,2.96198087796518,"E10_glucose_22_Fermenter",0.342348929500082,42,30.6191368520211,0.0299906854295614,"glucose",22,"Fermenter",FALSE,FALSE
"77","E11","951","Rib",22,"blue",22,2.391280846,0,0.027175,735070162.5,4.782561692,"Yes",0.107127004,0.600360532973684,59.400675081745,8.08095309973149e-11,6.50626557298195e-12,0.0805135915613486,0.0805135915613486,"glucose","Fermenter",0.191977314963092,3.18929206964329,"E11_glucose_22_Fermenter",0.322230782845402,24.6532827013208,13.8715646590296,0.0326047039345024,"glucose",22,"Fermenter",FALSE,FALSE
"78","F2","893","Fru",12,"blue",22,3.085881199,0,0.027275,737775112.5,6.171762398,"No",0.115018496,0.592469040973684,58.6198776667645,7.94549405009436e-11,8.36537082023081e-12,0.105284463967744,0.105284463967744,"glucose","Fermenter",0.20009164919522,1.256075204275,"F2_glucose_12_Fermenter",0.424879694718602,29.934605245618,7.11657444152811,0.0259867476783254,"glucose",12,"Fermenter",FALSE,FALSE
